"","O1903027","O1903029","O1903032","O1903033","O1903035","O1903040","O1903047","O1903048","O1903050","O1903054","O1903056","O1903057","O1903059","O1903062","O1903063","O1903065","O1903066","O1903069","O1903071","O1903072","O1903075","O1903076","O1903078","O1903080"
"801_195.1128_1.2299_-1_N/A_MassbankEU:SM817001 9-Acetylphenanthren|9-Acetylphenanthrene|1-phenanthren-9-ylethanone_no matches_no matches_no matches_no matches","2.748564e+04","4.913138e+04","2.060287e+04","4.040254e+04","3.834651e+04","7.459661e+03","4.197115e+04","3.403016e+04","2.568808e+04","1.822840e+04","4.412494e+04","1.067769e+04","2.144129e+04","2.058740e+04","1.014421e+04","2.194810e+04","4.029767e+04","1.041300e+04","4.834490e+04","2.317762e+04","2.902047e+04","2.601043e+04","3.422971e+04","3.422069e+04"
"822_196.1332_6.8731_-1_N/A_Propionic acid_no matches_no matches_no matches_no matches","1.316678e+05","1.244344e+05","1.525680e+05","2.151675e+05","2.050210e+05","1.497923e+05","2.152759e+05","1.532508e+05","1.662148e+05","1.593520e+05","2.186756e+05","1.731011e+05","9.772120e+04","1.314018e+05","1.687572e+05","2.135303e+05","1.411157e+05","1.394498e+05","1.792659e+05","1.604483e+05","1.662020e+05","1.324915e+05","1.369261e+05","1.604409e+05"
"845_197.1172_5.5577_7270_Loliolide_Loliolide_no matches_no matches_no matches_no matches","2.737671e+06","1.930388e+06","9.313542e+05","1.794240e+06","1.715593e+06","2.124371e+06","2.438956e+06","2.543920e+06","2.386088e+06","1.474653e+06","1.653001e+06","2.717472e+06","1.031031e+06","1.694666e+06","1.199040e+06","2.598238e+06","1.998687e+06","3.088184e+06","3.245166e+06","2.301298e+06","2.256760e+06","2.719135e+06","3.238940e+06","2.497433e+06"
"863_198.1124_2.2919_7636_N/A_""Methyl-2,4-Di-O-methylorsellinate""_no matches_no matches_no matches_no matches","2.004637e+05","1.819950e+05","1.183885e+05","1.994295e+05","1.642177e+05","2.031012e+05","1.730498e+05","1.797459e+05","2.455900e+05","2.155871e+05","2.791927e+05","1.724826e+05","2.152758e+05","1.804391e+05","2.104170e+05","2.781358e+05","1.991132e+05","2.161366e+05","2.268598e+05","1.830941e+05","1.606102e+05","3.271802e+05","2.139118e+05","2.042170e+05"
"891_199.0865_3.5942_127_harmol///HarmolHCl2H2O///Harmol_Massbank:EQ302201 Medazepam|7-chloranyl-1-methyl-5-phenyl-2,3-dihydro-1,4-benzodiazepine_Organic compounds_Alkaloids and derivatives_Harmala alkaloids_NA","2.254518e+05","1.285644e+05","1.645817e+05","1.645155e+05","1.264833e+05","1.915753e+05","1.516188e+05","1.544329e+05","9.887498e+04","1.916437e+05","1.819380e+05","1.059168e+05","1.076942e+05","1.073800e+05","1.582875e+05","1.473717e+05","1.185701e+05","1.422173e+05","1.287585e+05","1.120524e+05","1.109389e+05","1.440118e+05","1.399685e+05","1.031781e+05"
"958_201.112_6.0755_212_N/A_NA_no matches_no matches_no matches_no matches","2.911808e+05","2.245602e+05","2.112515e+05","1.246709e+05","3.188531e+05","2.110538e+05","1.310344e+05","3.249222e+05","3.790938e+05","2.235835e+05","1.433339e+05","2.445284e+05","2.258184e+05","2.081638e+05","1.107643e+05","1.290454e+05","1.018832e+05","1.819621e+05","7.343882e+04","3.722132e+05","3.049042e+05","3.117471e+05","4.657667e+05","2.462803e+05"
"1048_204.1019_6.6006_2732_N/A_6,7-dimethoxy-1-phenyl-1,2,3,4-tetrahydroisoquinoline_no matches_no matches_no matches_no matches","2.546917e+05","2.574554e+05","2.010710e+05","2.307123e+05","1.869823e+05","2.265160e+05","2.992576e+05","2.326825e+05","3.073122e+05","2.006679e+05","3.017952e+05","2.139800e+05","2.475692e+05","1.771143e+05","2.949474e+05","2.644102e+05","2.602943e+05","2.483888e+05","2.948255e+05","2.391738e+05","2.440700e+05","2.384998e+05","2.556892e+05","1.955341e+05"
"1054_204.1594_5.7048_-1_N/A_Massbank:LU021501 Fluazifop-P-butyl|butyl (2R)-2-[4-[5-(trifluoromethyl)pyridin-2-yl]oxyphenoxy]propanoate_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.132460e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"1067_205.0971_3.6767_6437_N/A_2-(hydroxymethyl)-5-methoxy-4H-pyran-4-one_no matches_no matches_no matches_no matches","3.776106e+05","1.629088e+05","1.221218e+05","2.396440e+05","1.775329e+05","2.619685e+05","2.604903e+05","2.284622e+05","1.204058e+05","1.761823e+05","3.723862e+05","1.591906e+05","1.674238e+05","1.742362e+05","1.776843e+05","2.000794e+05","2.244425e+05","2.069857e+05","4.024161e+05","1.885968e+05","1.504854e+05","3.549834e+05","1.998020e+05","1.548225e+05"
"1103_206.1175_3.3846_2503_Massbank:PR301415 Dehydrosalsolidine_Massbank:PR301415 Dehydrosalsolidine_Organic compounds_Organoheterocyclic compounds_Dihydroisoquinolines_NA","1.157811e+05","3.153613e+05","3.077236e+05","3.012178e+05","2.936438e+05","3.310357e+05","2.241215e+05","3.535339e+05","2.016136e+05","1.038893e+05","1.971967e+05","3.154183e+05","2.095319e+05","3.289132e+05","3.576731e+05","3.582538e+05","2.394643e+05","2.668818e+05","1.551692e+05","3.080288e+05","2.496554e+05","1.062487e+05","2.431485e+05","2.521262e+05"
"1122_207.0586_4.2279_1369_N/A_H-Trp-NH2 - 30.0 eV_no matches_no matches_no matches_no matches","2.147262e+05","3.233448e+05","1.381510e+05","1.936478e+05","1.633907e+05","1.904758e+05","2.988777e+05","1.454018e+05","1.212273e+05","2.144604e+05","2.372727e+05","3.424466e+05","1.642283e+05","1.186850e+05","6.554782e+04","1.939940e+05","1.968747e+05","1.340386e+05","1.461127e+05","1.814019e+05","1.962353e+05","1.985649e+05","2.639034e+05","3.581535e+05"
"1133_207.1014_7.8806_5174_N/A_ABSCISIC ACID_no matches_no matches_no matches_no matches","1.604349e+05","2.965757e+05","2.343716e+05","1.187342e+05","2.110190e+05","2.616331e+05","1.709735e+05","1.960333e+05","2.162216e+05","3.303485e+05","1.330711e+05","2.690625e+05","3.366692e+05","4.428652e+05","1.994419e+05","2.052090e+05","3.444729e+05","2.905373e+05","1.175734e+05","3.559708e+05","3.945294e+05","3.053214e+05","5.540616e+05","2.027732e+05"
"1142_207.1049_1.1906_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.478132e+03","1.381180e+03","0.000000e+00","0.000000e+00","0.000000e+00","1.036538e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.819297e+03","0.000000e+00","0.000000e+00","0.000000e+00"
"1143_207.1127_2.7642_-1_N/A_Massbank:PR301415 Dehydrosalsolidine_no matches_no matches_no matches_no matches","2.071026e+05","1.283708e+05","1.067244e+05","1.833739e+05","1.307112e+05","2.412861e+05","2.394565e+05","2.071043e+05","1.244573e+05","1.385005e+05","1.460214e+05","1.187109e+05","1.446612e+05","1.610704e+05","2.447270e+05","1.713214e+05","1.549723e+05","2.707747e+05","2.439396e+05","1.744814e+05","2.047158e+05","2.648238e+05","1.537684e+05","1.479631e+05"
"1169_207.1435_5.4762_70_N/A_Spectral Match to 4',5,7-Trimethoxyflavanone from NIST14_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.399691e+03","7.661043e+03","0.000000e+00","0.000000e+00","0.000000e+00","3.439088e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"1170_207.1435_5.5719_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.499818e+03","2.402606e+03","0.000000e+00","0.000000e+00","3.439088e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.384674e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"1208_209.1071_5.1669_406_N/A_Zerumbone_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.073201e+03","0.000000e+00","0.000000e+00","4.243925e+03","3.716136e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.550082e+03","0.000000e+00"
"1230_209.1409_5.398_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.580527e+03","2.680393e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.689556e+04","0.000000e+00","0.000000e+00","4.958424e+03","2.826530e+03","0.000000e+00","0.000000e+00","0.000000e+00","3.222308e+03","0.000000e+00"
"1251_209.1647_3.3745_-1_N/A_NA_no matches_no matches_no matches_no matches","4.313391e+05","1.727702e+05","4.199708e+05","2.007956e+05","1.509860e+05","1.737169e+05","3.594634e+05","4.262528e+05","2.108717e+05","1.473631e+05","1.642455e+05","1.680309e+05","3.900203e+05","4.086366e+05","2.704570e+05","2.080836e+05","2.131035e+05","2.609199e+05","2.058817e+05","1.533028e+05","1.497040e+05","1.553070e+05","4.034860e+05","2.051877e+05"
"1423_214.1436_2.6103_769_N/A_DETHIOBIOTIN_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzenesulfonamides","2.644467e+05","2.441495e+05","2.000209e+05","2.290533e+05","1.891844e+05","1.465196e+05","2.210022e+05","2.069041e+05","1.566112e+05","2.341894e+05","3.035311e+05","2.493828e+05","1.252376e+05","1.609634e+05","2.384736e+05","3.112785e+05","2.455617e+05","2.702350e+05","2.650518e+05","1.847263e+05","1.374747e+05","2.258357e+05","1.566517e+05","2.649035e+05"
"1451_214.5831_6.5007_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.560058e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.064765e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"1477_215.1276_6.4699_47_N/A_Spectral Match to Dodecanedioic acid from NIST14_no matches_no matches_no matches_no matches","1.941152e+05","2.459463e+05","1.506033e+05","3.567548e+05","1.455882e+05","3.018239e+05","2.383865e+05","3.776871e+05","1.576283e+05","2.494513e+05","3.620077e+05","1.954248e+05","1.312462e+05","1.161528e+05","3.844093e+05","3.650600e+05","1.799295e+05","2.862654e+05","2.787312e+05","1.994505e+05","1.483891e+05","2.991758e+05","2.083774e+05","2.830255e+05"
"1480_215.1277_6.4192_1562_N/A_NA_no matches_no matches_no matches_no matches","1.517300e+05","1.738968e+05","1.455554e+05","1.955590e+05","3.084597e+05","2.432522e+05","1.802406e+05","1.247547e+05","1.482905e+05","1.251001e+05","1.945505e+05","3.332941e+05","1.096254e+05","2.559752e+05","2.084250e+05","2.589271e+05","3.552025e+05","4.575142e+05","1.370357e+05","1.472810e+05","1.641204e+05","1.214187e+05","1.666590e+05","2.051265e+05"
"1501_216.123_3.1195_1073_N/A_NA_no matches_no matches_no matches_no matches","2.977040e+05","2.462850e+05","3.807938e+05","2.362521e+05","3.553750e+05","4.153026e+05","2.742435e+05","1.268369e+05","3.857978e+05","3.512893e+05","3.283676e+05","2.605113e+05","4.945906e+05","4.283849e+05","2.051733e+05","2.417131e+05","2.255951e+05","2.942473e+05","1.914613e+05","3.283378e+05","4.315828e+05","2.784191e+05","3.666200e+05","3.021921e+05"
"1503_216.123_2.5709_1160_N/A_NA_no matches_no matches_no matches_no matches","1.815714e+05","1.998056e+05","1.993312e+05","1.044984e+05","3.012087e+05","3.161415e+05","9.225584e+04","1.628103e+05","2.750726e+05","2.349508e+05","1.374542e+05","1.786528e+05","3.283211e+05","3.448363e+05","1.033880e+05","1.166329e+04","1.220091e+05","1.296789e+05","1.305944e+05","3.242845e+05","3.829854e+05","1.957100e+05","2.017850e+05","3.386578e+05"
"1510_216.1488_4.9859_350_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","1.085171e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.464914e+03","3.479918e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"1550_217.1319_8.1118_50_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.338241e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.562968e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"1660_220.1331_3.8048_1913_N/A_Propionic acid_no matches_no matches_no matches_no matches","2.180889e+05","1.928376e+05","1.802652e+05","1.193586e+05","3.297788e+05","2.287123e+05","3.180828e+05","2.345192e+05","3.094499e+05","1.615808e+05","9.735403e+04","1.050774e+05","2.146092e+05","2.450199e+05","2.521569e+05","1.323611e+05","1.435388e+05","1.872777e+05","1.401413e+05","1.617776e+05","1.814748e+05","4.040235e+05","3.535260e+05","1.359223e+05"
"1700_221.1283_3.729_39_N/A_DETHIOBIOTIN_no matches_no matches_no matches_no matches","8.071431e+05","2.927295e+05","2.602506e+05","2.547716e+05","3.284642e+05","2.514672e+05","3.709093e+05","3.592119e+05","2.822009e+05","3.297816e+05","2.981843e+05","3.194122e+05","3.561429e+05","3.138271e+05","2.639720e+05","1.659932e+05","2.699258e+05","3.042979e+05","2.931864e+05","2.338026e+05","2.270033e+05","2.859930e+05","2.024436e+05","3.390820e+05"
"1726_221.1535_9.6463_3149_N/A_EPIANDROSTERONE_no matches_no matches_no matches_no matches","1.931905e+05","1.652855e+05","3.708639e+05","2.998032e+05","3.956552e+05","3.176815e+05","2.739783e+05","3.727151e+05","3.741799e+05","1.898379e+05","3.304463e+05","2.109239e+05","1.905388e+05","2.428862e+05","2.145672e+05","4.313552e+05","2.205504e+05","6.603828e+05","3.908664e+05","2.520300e+05","3.902867e+05","3.739690e+05","1.866859e+05","3.069436e+05"
"1738_222.1123_4.9594_3388_N/A_NA_no matches_no matches_no matches_no matches","2.527964e+05","1.543226e+05","1.689394e+05","1.118216e+05","2.397528e+05","2.016335e+05","2.060238e+05","2.118452e+05","1.911803e+05","9.924120e+04","3.799475e+05","1.130817e+05","1.334048e+05","1.834150e+05","1.885489e+05","1.563137e+05","2.955457e+05","2.878985e+05","1.954061e+05","2.281046e+05","1.183596e+05","2.710089e+05","1.738718e+05","2.707305e+05"
"1760_223.0575_13.5038_559_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"1763_223.0605_13.5078_559_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"1765_223.0607_12.7901_559_N/A_CYTOSINE_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"1768_223.0634_13.4931_559_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.873982e+03","0.000000e+00","0.000000e+00"
"1789_223.1176_3.1968_621_N/A_NA_no matches_no matches_no matches_no matches","3.393991e+05","2.504985e+05","3.899877e+05","1.383361e+05","2.384272e+05","3.116940e+05","1.880300e+05","4.557974e+05","3.270990e+05","2.025508e+05","2.051561e+05","1.972437e+05","2.380332e+05","3.465323e+05","2.071022e+05","4.467379e+05","1.388143e+05","7.344845e+04","4.886877e+05","2.719021e+05","3.590028e+05","2.629979e+05","4.160225e+05","3.414271e+05"
"1813_223.144_3.5832_-1_N/A_NA_no matches_no matches_no matches_no matches","1.916258e+05","1.144860e+05","2.738356e+05","1.947091e+05","2.614371e+05","1.427734e+05","2.546689e+05","2.560652e+05","1.744835e+05","5.056060e+05","2.232499e+05","2.157765e+05","1.263394e+05","3.827016e+05","3.420473e+05","2.443433e+05","1.818443e+05","2.217053e+05","2.584319e+05","2.760682e+05","1.372354e+05","2.012937e+05","2.638900e+05","2.411688e+05"
"1814_223.144_2.9496_-1_N/A_DETHIOBIOTIN_no matches_no matches_no matches_no matches","4.603312e+05","3.303975e+05","3.990266e+05","3.028723e+05","3.114618e+05","2.008204e+05","3.087878e+05","2.893414e+05","4.326235e+05","3.776122e+05","4.405079e+05","4.295118e+05","3.351002e+05","3.728151e+05","4.405609e+05","4.840983e+05","3.182579e+05","4.513119e+05","3.380968e+05","2.305540e+05","3.049372e+05","4.361787e+05","3.389425e+05","2.876858e+05"
"1853_224.1277_6.1781_7055_N/A_NA_no matches_no matches_no matches_no matches","1.028963e+05","1.324218e+05","2.070936e+05","1.042679e+05","1.942742e+05","1.485469e+05","9.366214e+04","1.165307e+05","2.141286e+05","1.897105e+05","1.850273e+05","1.897094e+05","1.675992e+05","1.631948e+05","1.885665e+05","1.770420e+05","2.214237e+05","1.436818e+05","1.972043e+05","1.577681e+05","2.213883e+05","1.313183e+05","3.257041e+05","1.732881e+05"
"1858_224.128_3.7341_2342_N/A_Massbank:UF409401 Mefenamic acid|2-Diphenylaminecarboxylic acid, 2',3'-dimethyl-| 2-(2,3-dimethylanilino)benzoic acid_Organic compounds_Benzenoids_Benzene and substituted derivatives_Aniline and substituted anilines","2.947553e+05","3.261747e+05","3.080022e+05","1.340758e+05","1.768506e+05","1.584063e+05","2.059117e+05","2.117880e+05","1.242564e+05","2.659715e+05","2.696491e+05","2.281954e+05","2.030819e+05","2.543834e+05","2.514080e+05","2.152982e+05","1.430709e+05","2.754063e+05","2.269017e+05","2.294167e+05","2.093375e+05","2.481760e+05","2.519173e+05","2.029273e+05"
"1941_226.1072_3.6074_4281_N/A_NA_no matches_no matches_no matches_no matches","1.855960e+05","1.036634e+05","1.554087e+05","1.768321e+05","1.505174e+05","1.026177e+05","1.725867e+05","1.605535e+05","1.290499e+05","1.029298e+05","2.096639e+05","2.330402e+05","1.452687e+05","1.671988e+05","1.721520e+05","2.519612e+05","1.370580e+05","1.520548e+05","1.275898e+05","1.785321e+05","2.358269e+05","2.276143e+05","2.160814e+05","1.056377e+05"
"1942_226.1072_3.4073_4281_N/A_NA_no matches_no matches_no matches_no matches","2.315498e+05","3.222891e+05","1.521551e+05","2.046719e+05","1.474991e+05","1.743614e+05","2.439837e+05","2.262976e+05","2.120901e+05","2.078433e+05","2.019216e+05","2.379446e+05","2.639353e+05","3.140203e+05","1.311116e+05","2.352309e+05","1.828019e+05","2.261594e+05","1.173442e+05","2.164514e+05","1.824991e+05","1.895944e+05","1.293603e+05","2.195342e+05"
"1972_226.1912_6.3666_-1_N/A_Massbank:EQ315101 Melamine|1,3,5-Triazine-2,4,6-triamine|1,3,5-triazine-2,4,6-triamine_no matches_no matches_no matches_no matches","3.978549e+05","3.111003e+05","2.659007e+05","2.659388e+05","2.464568e+05","3.056953e+05","3.942746e+05","3.314664e+05","2.888172e+05","2.502502e+05","3.178403e+05","3.308919e+05","2.585303e+05","3.100923e+05","2.777679e+05","3.210886e+05","2.977114e+05","3.974032e+05","3.628466e+05","2.801907e+05","3.061611e+05","3.464094e+05","3.017899e+05","4.029365e+05"
"2062_228.2068_7.0596_1973_N/A_6-aminododecanedioic acid, chloride_no matches_no matches_no matches_no matches","2.668338e+05","1.724471e+05","1.329611e+05","1.364255e+05","9.445777e+04","1.768608e+05","1.976026e+05","1.797974e+05","1.534091e+05","1.101784e+05","1.503045e+05","2.487990e+05","1.063048e+05","1.301987e+05","1.444085e+05","1.484171e+05","1.832460e+05","2.266535e+05","1.614550e+05","1.603214e+05","2.062195e+05","1.623968e+05","1.398739e+05","2.501692e+05"
"2139_230.0704_1.5196_751_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","1.613982e+03","0.000000e+00","0.000000e+00","0.000000e+00","1.425779e+03","0.000000e+00","0.000000e+00","0.000000e+00","1.101438e+03","0.000000e+00","0.000000e+00","1.744562e+03","1.330850e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.556784e+03","1.466815e+03","0.000000e+00","9.898420e+02","0.000000e+00"
"2212_232.1331_3.1783_1612_N/A_1-hydroxy-10-methylacridone_no matches_no matches_no matches_no matches","3.350403e+05","2.635021e+05","2.550202e+05","1.658048e+05","1.062300e+05","3.069113e+05","2.457088e+05","3.804503e+05","2.349431e+05","2.515281e+05","3.132651e+05","2.476223e+05","1.921220e+05","1.079301e+05","3.126344e+05","8.683867e+04","2.837082e+05","2.576600e+05","1.252814e+05","1.279306e+05","3.423964e+05","2.819041e+05","1.862369e+05","1.904004e+05"
"2218_232.1543_2.2075_483_Butyrylcarnitine - 30.00 eV_ACETYL-CARNITINE_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acid esters","1.679051e+03","2.105199e+03","0.000000e+00","3.463164e+04","4.254485e+03","1.011647e+03","1.748109e+03","1.070514e+03","0.000000e+00","2.736809e+03","1.083961e+03","1.264466e+03","0.000000e+00","0.000000e+00","5.981060e+04","1.044807e+06","2.864862e+05","2.736250e+05","1.952575e+06","1.220882e+03","0.000000e+00","1.432407e+03","1.302059e+03","0.000000e+00"
