Feature_ID,Coral,Coral_Dictyota,Coral_Turf,Turf,Dictyota,count
15679_399.2011_7.6433_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,169251.5,178613.7,NA,143638.7,3
"15682_399.2062_11.1169_-1_N/A_Spectral Match to 9,12-Octadecadiynoic Acid from NIST14_no matches_no matches_no matches_no matches",NA,1136033,NA,1997766,NA,2
15683_399.2159_10.6238_466_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,486606.1,NA,1
15684_399.2159_10.1715_4739_N/A_NA_no matches_no matches_no matches_no matches,NA,114908.7,NA,167344.4,100981.7,3
15686_399.216_10.392_466_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,343741.2,NA,1
15688_399.216_10.3095_6573_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,373719.3,NA,204161.2,2
15689_399.216_9.9337_4964_N/A_NA_no matches_no matches_no matches_no matches,72891.88,70879.33,119026.2,111801.7,177961.5,5
15690_399.2161_10.9009_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,224677.6,152584.4,64624.16,3
15691_399.2161_10.0058_4739_N/A_NA_no matches_no matches_no matches_no matches,155313.7,NA,NA,NA,NA,1
15693_399.2219_5.0091_6567_N/A_NA_no matches_no matches_no matches_no matches,NA,166933.1,117371.3,128240.3,140480.7,4
15696_399.2356_7.3088_-1_Massbank:PR310634 Mitragynine_AKOS003672986_Organic compounds_Alkaloids and derivatives_Corynanthean-type alkaloids_NA,53092.71,50462.51,NA,51775.65,46452.06,4
15701_399.2371_10.0318_2587_N/A_Massbank:FFF00263 Androstenedione_no matches_no matches_no matches_no matches,NA,232585.5,NA,206531.2,NA,2
15703_399.2375_10.5679_9062_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,389812,418146.8,NA,2
15705_399.2468_5.5025_-1_N/A_Spectral Match to Nonaethylene glycol from NIST14_no matches_no matches_no matches_no matches,NA,NA,NA,NA,19787.44,1
15708_399.2523_10.5487_6573_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,59431.74,NA,NA,1
15709_399.2524_10.8226_2203_Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14_Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14_Organic compounds_Organic acids and derivatives_Organic phosphoric acids and derivatives_Phosphate esters,132040.5,153447.9,103396.6,123447.1,108017.2,5
15710_399.2524_9.8927_2587_N/A_Massbank:FFF00263 Androstenedione_no matches_no matches_no matches_no matches,NA,56719.9,NA,64094.93,39889.89,3
15717_399.2585_5.3789_1309_N/A_NA_no matches_no matches_no matches_no matches,NA,2270451,NA,NA,1288557,2
15740_400.1599_3.8064_9132_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,995386.1,1
15741_400.16_4.1958_9132_N/A_NA_no matches_no matches_no matches_no matches,NA,2566186,NA,NA,NA,1
15742_400.16_4.3134_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,516358.7,NA,1
15744_400.1601_4.4586_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,2242821,NA,1
15746_400.1601_4.9314_354_N/A_NA_no matches_no matches_no matches_no matches,4605523,1592078,NA,NA,NA,2
15747_400.1601_4.6386_-1_N/A_NA_no matches_no matches_no matches_no matches,616410.6,NA,NA,NA,NA,1
15748_400.1601_5.8165_297_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,739900.6,NA,720208.9,2
15751_400.1677_5.0395_354_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,97167,NA,1
15753_400.1677_7.4699_709_N/A_NA_no matches_no matches_no matches_no matches,NA,21750.38,32799.09,NA,33687.58,3
15757_400.1679_6.8453_709_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,74451.12,NA,NA,1
15758_400.1962_7.0619_709_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,823013.8,353118,479430.7,3
15759_400.1963_5.2589_354_N/A_NA_no matches_no matches_no matches_no matches,1007443,NA,NA,NA,NA,1
15763_400.1964_6.1382_878_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,2681641,1
15764_400.1964_6.2877_878_N/A_NA_no matches_no matches_no matches_no matches,1439402,NA,NA,NA,NA,1
15768_400.1965_6.4258_709_N/A_NA_no matches_no matches_no matches_no matches,823547.3,NA,485775.3,NA,NA,2
15769_400.1965_6.6547_709_N/A_NA_no matches_no matches_no matches_no matches,NA,1153398,NA,1525600,NA,2
15774_400.2116_5.3881_354_N/A_NA_no matches_no matches_no matches_no matches,21853.13,23578.83,45234.1,NA,NA,3
15777_400.2176_5.7118_297_N/A_NA_no matches_no matches_no matches_no matches,NA,424393.9,715366.7,683316.8,548443.9,4
15780_400.2478_5.1622_354_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,138019.4,1
15782_400.2479_6.8851_709_N/A_NA_no matches_no matches_no matches_no matches,205515.1,166541.7,174431.9,155966.5,NA,4
15784_400.2479_6.2408_4445_N/A_NA_no matches_no matches_no matches_no matches,89281.37,NA,49315.6,64345.34,NA,3
15795_400.254_5.6081_3299_N/A_NA_no matches_no matches_no matches_no matches,NA,116130.5,118856,NA,166683.9,3
15831_401.1583_7.2587_3592_N/A_NA_no matches_no matches_no matches_no matches,NA,177019.4,NA,178805.9,NA,2
15838_401.1797_6.3057_30_N/A_3-methoxy-4-(2-oxo-2-piperidylethoxy)benzaldehyde_no matches_no matches_no matches_no matches,NA,NA,NA,NA,312090.1,1
15839_401.1797_5.941_15_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acyl glycosides,NA,NA,NA,146086.1,219769.5,2
15840_401.1798_6.8047_88_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,146573.9,167044.5,NA,2
15841_401.1798_6.8796_1841_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,137874.9,NA,NA,1
"15844_401.1799_5.8612_15_N/A_Massbank:RP012301 Pantothenic acid|D-pantothenic acid|3-[(2,4-dihydroxy-3,3-dimethylbutanoyl)amino]propanoic acid_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acyl glycosides",NA,NA,337140.1,NA,NA,1
15846_401.18_7.2168_-1_N/A_Massbank:PR310637 Petiline_no matches_no matches_no matches_no matches,NA,NA,NA,71070.83,NA,1
15848_401.1803_8.3491_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,33151.71,74745.83,56948.61,NA,3
"15849_401.1946_9.2902_2093_N/A_(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[4-(hydroxymethyl)-1-propan-2-ylcyclohex-3-en-1-yl]oxyoxane-3,4,5-triol_no matches_no matches_no matches_no matches",135529,NA,116593.3,NA,114710.3,3
15850_401.1949_9.9337_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,181327.9,168798.4,2
15851_401.1949_9.7114_15_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acyl glycosides,142538.8,NA,NA,NA,184225,2
15852_401.1949_9.616_10579_N/A_NA_no matches_no matches_no matches_no matches,NA,108583,NA,138171.7,NA,2
15853_401.1951_10.1249_50_N/A_NA_no matches_no matches_no matches_no matches,NA,86715.21,109081.6,NA,79081.28,3
15858_401.1952_8.2393_2909_N/A_NA_no matches_no matches_no matches_no matches,NA,179840.2,163272,NA,NA,2
"15859_401.2031_11.1176_1979_N/A_Spectral Match to 9,12-Octadecadiynoic Acid from NIST14_no matches_no matches_no matches_no matches",NA,691515.1,NA,1190744,725433.2,3
15869_401.2166_9.8473_762_N/A_NA_no matches_no matches_no matches_no matches,40538.82,NA,80333.95,59464.13,NA,3
15872_401.2315_10.1728_-1_N/A_NA_no matches_no matches_no matches_no matches,138455.6,139780.5,146106.4,214482.9,243435.7,5
15873_401.2315_10.7771_4909_N/A_Drospirenone_no matches_no matches_no matches_no matches,NA,NA,280266.8,492765.2,285407.4,3
15874_401.2315_10.6199_4909_N/A_Drospirenone_no matches_no matches_no matches_no matches,NA,NA,518995.1,469152.8,157435.4,3
15876_401.2316_9.5237_10579_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,126149.5,NA,1
15881_401.2317_10.3243_-1_N/A_NA_no matches_no matches_no matches_no matches,330040.2,171164.3,265559.7,569766,NA,4
15884_401.2319_11.0487_8613_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,169655.1,144516.5,NA,2
15885_401.2375_3.9197_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,54591.46,1
15891_401.2643_7.0471_1841_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,829342,138900.9,136809.9,3
15894_401.268_11.0972_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,94412.61,1
15895_401.2681_10.6308_-1_N/A_NA_no matches_no matches_no matches_no matches,33077.86,35450.36,NA,NA,45839.41,3
15907_401.2894_11.8133_1193_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,569817.9,657491.5,619190.1,3
15912_402.0844_5.8021_4993_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,77273.35,NA,1
15913_402.1755_4.2622_6741_N/A_NA_no matches_no matches_no matches_no matches,1439009,NA,NA,NA,NA,1
15922_402.1908_5.7768_3180_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,66387.77,NA,NA,1
15925_402.1908_4.3587_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,51641.06,1
15927_402.212_6.0535_7087_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,1037165,NA,NA,1
15930_402.2271_5.4285_7087_N/A_NA_no matches_no matches_no matches_no matches,119007.9,NA,NA,85491.66,108038.6,3
15934_402.2272_5.0805_7087_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,140559.2,1
15938_402.2272_5.7075_3180_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,282361.2,NA,1
15947_402.2636_7.6751_1904_N/A_NA_no matches_no matches_no matches_no matches,40406.61,34435.37,NA,108147.2,NA,3
15950_402.2637_6.6765_1904_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,212684.3,NA,NA,1
15956_402.2696_5.5011_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,61886.88,1
15959_402.2848_8.9315_3073_N/A_palmitoyl carnitine_no matches_no matches_no matches_no matches,1120614,725678.2,1176033,211549.3,48275.19,5
15963_402.3001_8.288_833_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,43558.13,NA,1
15983_403.1375_5.606_3496_N/A_NA_no matches_no matches_no matches_no matches,NA,294501.3,NA,NA,NA,1
"15987_403.1583_5.297_15_N/A_5-acetyl-2-(3,4-dimethoxyphenyl)-1-hydroxy-4-methylimidazole_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acyl glycosides",103035.6,57089.73,80141.09,93708.38,119300,5
15988_403.1742_8.0114_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,769968.2,NA,1
15990_403.1744_7.1647_3305_N/A_NA_no matches_no matches_no matches_no matches,547800.8,NA,589266.1,NA,NA,2
15991_403.1744_6.9259_2546_N/A_Massbank:FFF00164 Campesterol_no matches_no matches_no matches_no matches,646230.4,NA,NA,638717.9,NA,2
15992_403.1744_7.4479_5668_N/A_NA_no matches_no matches_no matches_no matches,454160.2,NA,263052,398880.9,552102.3,4
15993_403.1744_5.7692_274_N/A_NA_no matches_no matches_no matches_no matches,NA,211707.9,NA,NA,NA,1
15995_403.1744_5.9717_274_N/A_NA_no matches_no matches_no matches_no matches,650495.8,NA,NA,NA,NA,1
15997_403.1744_6.7849_2546_N/A_Massbank:FFF00164 Campesterol_no matches_no matches_no matches_no matches,467701,NA,NA,NA,NA,1
"15999_403.1745_6.4561_8514_N/A_Massbank:FFF00150 5-beta-Androstane-3-alpha,17-beta-diol|Etiocholane-3-alpha,17-beta-diol_no matches_no matches_no matches_no matches",232007.3,183924,NA,201589.6,405799.2,4
16000_403.1857_7.3405_3305_N/A_NA_no matches_no matches_no matches_no matches,22267.89,36915.63,NA,20269.88,24602.88,4
"16002_403.1859_7.4028_48_N/A_11-(2,4-dichlorophenyl)-3,3-dimethyl-10-(phenylcarbonyl)-2,3,4-trihydro-5H,11H -benzo[b]benzo[2,1-f]1,4-diazepin-1-one_no matches_no matches_no matches_no matches",NA,30079.74,NA,NA,NA,1
16006_403.186_6.2787_8514_N/A_phytolaccagenic acid_no matches_no matches_no matches_no matches,NA,NA,32668.28,51219.54,33112.76,3
16007_403.1861_5.0614_15_N/A_Massbank:FFF00095 Dehydroepiandrosterone_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acyl glycosides,NA,NA,75738.86,174030.2,134815.5,3
16009_403.1861_5.7302_-1_N/A_Massbank:FFF00095 Dehydroepiandrosterone_no matches_no matches_no matches_no matches,NA,NA,NA,89765.8,NA,1
16013_403.1947_6.319_-1_MoxifloxacinHCl_Massbank:FFF00109 Testosterone_no matches_no matches_no matches_no matches,NA,53135.98,NA,64101.39,NA,2
16016_403.2105_5.9117_274_N/A_NA_no matches_no matches_no matches_no matches,NA,81200.9,NA,NA,NA,1
16017_403.2106_6.0776_274_N/A_NA_no matches_no matches_no matches_no matches,NA,98419.55,NA,NA,NA,1
"16018_403.2107_10.6731_-1_N/A_5-[5-(acetyloxymethyl)-1,2,4a-trimethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl]-3-methylpentanoic acid_no matches_no matches_no matches_no matches",NA,113508.7,112348.3,NA,83678.64,3
16021_403.211_8.7778_8573_N/A_NA_no matches_no matches_no matches_no matches,NA,209110.8,NA,209300.9,NA,2
16024_403.211_8.9685_8573_N/A_NA_no matches_no matches_no matches_no matches,NA,264554.3,144023.6,NA,194993.6,3
16025_403.2111_9.0863_50_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,489840,NA,380100.4,2
16026_403.2111_9.4945_4153_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,511738.2,169268.6,2
"16032_403.2471_10.727_1645_DEHYDROCHOLIC ACID_(4E,8E)-7-hydroxy-10-(hydroxymethyl)-4,8,11,15-tetramethylbicyclo[11.2.0]pentadeca-4,8,14-trien-6-one_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids",NA,NA,NA,NA,552406.6,1
16033_403.2471_10.2666_1544_N/A_NA_no matches_no matches_no matches_no matches,123743.7,83282.98,NA,73742.95,80018.18,4
"16036_403.2474_10.8654_1645_DEHYDROCHOLIC ACID_(4E,8E)-7-hydroxy-10-(hydroxymethyl)-4,8,11,15-tetramethylbicyclo[11.2.0]pentadeca-4,8,14-trien-6-one_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids",NA,NA,NA,NA,849306.2,1
"16037_403.2474_11.4781_-1_DEHYDROCHOLIC ACID_5-[5-(acetyloxymethyl)-1,2,4a-trimethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl]-3-methylpentanoic acid_no matches_no matches_no matches_no matches",NA,NA,NA,172071.4,NA,1
16039_403.2474_9.9775_1544_N/A_NA_no matches_no matches_no matches_no matches,130177.4,111301.2,226795.9,NA,NA,3
16040_403.2474_10.4259_3812_N/A_NA_no matches_no matches_no matches_no matches,132550.7,NA,NA,NA,142022.1,2
16054_404.1699_7.1064_392_N/A_NA_no matches_no matches_no matches_no matches,95425.19,NA,NA,82922.93,NA,2
16059_404.181_3.4907_1667_N/A_NA_no matches_no matches_no matches_no matches,NA,50514.68,34865.2,58603.67,46710.12,4
16062_404.2063_7.177_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,51224.05,NA,1
16063_404.2065_6.5128_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,109265.8,NA,NA,1
16075_404.2539_8.2292_-1_N/A_beta-Zearalanol_no matches_no matches_no matches_no matches,274365.8,121246.1,138603.3,NA,NA,3
16080_404.2793_6.4626_7044_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,100519.5,114222.3,2
16081_404.3004_11.6035_1193_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,2507400,NA,1
16096_405.1288_4.2893_-1_N/A_Lycorine hydrochloride_no matches_no matches_no matches_no matches,NA,72406.2,NA,NA,NA,1
16097_405.1289_3.4613_1021_N/A_NA_no matches_no matches_no matches_no matches,111451.3,73725.1,50547.8,123108.1,NA,4
"16102_405.1368_3.1_-1_Pesticide2_Furathiocarb_C18H26N2O5S_Butyl 2,3-dihydro-2,2-dimethylbenzofuran-7-yl-N,N'-dimethyl-N,N'-thiodicarbamate_6-methoxy-2-oxo-2H-chromen-7-yl 2-O-acetyl-6-O-(6-deoxyhexopyranosyl)hexopyranoside_Organic compounds_Organoheterocyclic compounds_Coumarans_NA",21849.22,46137.98,NA,NA,NA,2
16109_405.1537_7.712_1267_N/A_Quassin_no matches_no matches_no matches_no matches,NA,NA,219169.2,NA,NA,1
16112_405.1538_6.6494_4442_N/A_NA_no matches_no matches_no matches_no matches,NA,491810.2,541682.2,580313.8,654786.8,4
16113_405.1538_6.4884_3655_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,692092.6,NA,NA,1
"16114_405.1538_5.9842_2671_N/A_4,5,8,12-diepoxy-1(10),7,11-germacratrien-15,6-olide_no matches_no matches_no matches_no matches",749774.8,NA,812888.5,NA,NA,2
16119_405.1652_4.3001_-1_N/A_Massbank:FFF00164 Campesterol_no matches_no matches_no matches_no matches,NA,NA,NA,146497.7,NA,1
16121_405.1653_3.9385_1057_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,114748.7,NA,NA,1
16125_405.1654_4.4266_-1_N/A_gibberellic acid_no matches_no matches_no matches_no matches,117291.2,177306.7,135189.4,70907.09,NA,4
16126_405.1654_4.4964_826_N/A_NA_no matches_no matches_no matches_no matches,117291.2,177306.7,NA,NA,NA,2
"16128_405.173_5.707_-1_NCGC00169052-03_C23H26O5_6H-Furo[2,3-h]-2-benzopyran-6,8(6aH)-dione, 9-acetyl-3-[(1E,3E,5S)-3,5-dimethyl-1,3-heptadien-1-yl]-9,9a-dihydro-6a-methyl-, (6aR,9R,9aR)-_N-((4-hydroxy-6-methyl-5-oxo-5,6,7,8-tetrahydro-[1,3]dioxolo[4,5-g]isoquinolin-9-yl)methyl)furan-2-carboxamide_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Carbonyl compounds",NA,180552,282402.1,292304.1,NA,3
16129_405.1735_3.8502_-1_N/A_NA_no matches_no matches_no matches_no matches,62666.11,30272.19,33405.17,24941.08,30574.92,5
16131_405.1901_8.6339_-1_N/A_Drospirenone_no matches_no matches_no matches_no matches,NA,NA,318227.9,365478.2,NA,2
16134_405.1903_7.8323_4577_N/A_NA_no matches_no matches_no matches_no matches,NA,867193.8,NA,NA,NA,1
16137_405.1903_8.8583_-1_N/A_NA_no matches_no matches_no matches_no matches,372194.5,273528.5,NA,NA,NA,2
16138_405.1903_7.2159_-1_N/A_Gitoxigenin_no matches_no matches_no matches_no matches,1791333,NA,NA,NA,NA,1
16141_405.1903_8.4448_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,203384.9,247919.4,151443.2,286319,4
16143_405.1904_7.6968_5760_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,839583.4,515877.3,NA,2
16146_405.1904_8.2854_-1_N/A_NA_no matches_no matches_no matches_no matches,316812.6,694215.1,259340.2,441454.5,241291.8,5
16147_405.2017_4.4827_826_N/A_NA_no matches_no matches_no matches_no matches,NA,253927.4,370532.8,675598.8,437546.8,4
16148_405.2018_4.7003_826_N/A_NA_no matches_no matches_no matches_no matches,NA,86920.88,89027.43,118661.3,140787.9,4
16151_405.2018_5.7374_-1_N/A_Massbank:FFF00164 Campesterol_no matches_no matches_no matches_no matches,166152.8,NA,NA,NA,NA,1
16158_405.2094_7.2353_355_N/A_NA_no matches_no matches_no matches_no matches,NA,86949.59,NA,NA,NA,1
16160_405.2099_4.9921_15_N/A_phytolaccagenic acid_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acyl glycosides,46826,NA,NA,NA,41948.97,2
16163_405.2113_8.8223_212_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,617718.3,262775,203966.2,3
16167_405.2267_10.5416_6431_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,423490.6,1
16168_405.2267_10.8724_9428_N/A_Massbank:FFF00116 alpha-Estradiol_no matches_no matches_no matches_no matches,NA,NA,113612.8,112903.3,120606.7,3
16169_405.2267_9.1619_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,276651.4,1
16172_405.2267_8.8433_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,349730,NA,1
16173_405.2268_8.0146_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,351153.5,NA,NA,NA,1
16174_405.2268_9.7726_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,256411,1
16176_405.2268_10.379_6431_N/A_NA_no matches_no matches_no matches_no matches,139050.9,563734.2,344534.9,360319,195694,5
16178_405.2268_9.9745_9567_N/A_CORTICOSTERONE_no matches_no matches_no matches_no matches,NA,NA,398049.6,NA,NA,1
16180_405.2268_8.388_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,288044,NA,NA,1
16181_405.2268_10.971_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,123620.1,105148.7,118744.3,3
16182_405.2268_9.5456_1530_N/A_NA_no matches_no matches_no matches_no matches,172913.2,188222.2,NA,NA,470688.3,3
16186_405.2457_5.9205_9721_N/A_ethyl (2E)-3-[4-(diethylamino)phenyl]-2-cyanoprop-2-enoate_Organic compounds_Organic acids and derivatives_Organic phosphoric acids and derivatives_Phosphate esters,2242638,NA,NA,2036517,NA,2
16191_405.2631_10.0695_9567_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,134109.2,NA,NA,1
"16201_405.2844_9.0548_191_N/A_Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",196437.1,308897.4,NA,250061.7,259262.1,4
"16205_405.3571_12.4048_170_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",NA,386337.8,409825.1,NA,NA,2
16206_406.1493_4.9062_1187_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,172100.3,NA,1
16208_406.1856_6.968_259_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,95908.31,177270.6,81068.51,3
16209_406.1856_7.1255_259_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,148228.8,1
16213_406.1857_6.6079_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,227105.5,1
16214_406.1857_6.2412_259_N/A_NA_no matches_no matches_no matches_no matches,NA,324458.2,NA,NA,NA,1
16219_406.1858_6.828_259_N/A_NA_no matches_no matches_no matches_no matches,331277.5,NA,NA,NA,NA,1
16221_406.1858_6.0641_259_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,364919,NA,234761.1,2
16222_406.1858_5.0347_1187_N/A_NA_no matches_no matches_no matches_no matches,NA,131480.3,NA,NA,NA,1
16236_406.2141_7.4064_688_N/A_NA_no matches_no matches_no matches_no matches,NA,38964.81,NA,NA,39364.86,2
16239_406.2222_4.4474_1639_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,390163.2,NA,NA,1
16250_406.2796_10.8624_1258_N/A_NA_no matches_no matches_no matches_no matches,NA,314050.9,NA,1026745,459929.7,3
16261_406.3088_10.5941_-1_N/A_NA_no matches_no matches_no matches_no matches,344129.7,194674.9,189536.2,NA,186020.8,4
16289_406.3675_12.5602_110_N/A_NA_no matches_no matches_no matches_no matches,76111.42,NA,NA,NA,103714.8,2
16297_407.1326_6.2734_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,480690.7,1
16299_407.1328_7.0846_1267_N/A_NA_no matches_no matches_no matches_no matches,NA,67874.83,85830.65,85351.22,NA,3
16300_407.1328_6.4716_1267_N/A_NA_no matches_no matches_no matches_no matches,NA,378088.5,NA,NA,NA,1
16301_407.1328_6.5917_1267_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,163935.7,NA,NA,1
16305_407.133_5.8759_4227_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,490151.3,NA,486948.7,2
16307_407.1331_4.9315_6_N/A_NA_no matches_no matches_no matches_no matches,582459,NA,253736.2,812138.5,536370.4,4
16309_407.1331_5.3917_423_N/A_Spectral Match to Hexapropylene glycol from NIST14_no matches_no matches_no matches_no matches,448709.8,359642,292600.3,728084.6,292136.9,5
"16311_407.1446_4.438_-1_N/A_2-phenoxyethyl 4-(3-bromo-4-methoxyphenyl)-2,7,7-trimethyl-5-oxo-1,4,6,7,8-pen tahydroquinoline-3-carboxylate_no matches_no matches_no matches_no matches",NA,NA,NA,NA,242702.6,1
16313_407.1446_4.8535_2117_N/A_Anisodamine_no matches_no matches_no matches_no matches,NA,NA,192893.7,304193.6,103414.2,3
"16316_407.1446_4.4965_5796_N/A_5,7-dimethoxy-2-phenyl-4H-chromen-4-one_no matches_no matches_no matches_no matches",NA,213359.5,NA,248647.1,201530.2,3
"16317_407.1446_4.6816_5796_N/A_5,7-dimethoxy-2-phenyl-4H-chromen-4-one_no matches_no matches_no matches_no matches",155730.2,NA,194837.3,NA,150145.1,3
16319_407.1696_7.9647_1267_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,666314.1,NA,NA,1
16326_407.1697_6.0976_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,1828960,NA,NA,NA,1
16329_407.1698_7.4006_1267_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,1309098,NA,NA,1
16333_407.1698_6.7646_1267_N/A_NA_no matches_no matches_no matches_no matches,487683.6,NA,493787.7,NA,NA,2
16335_407.1807_6.113_4227_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,80983.91,1
16336_407.1807_6.29_1267_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,86089.38,NA,NA,1
16339_407.1809_6.4008_2045_N/A_NA_no matches_no matches_no matches_no matches,NA,62445.67,NA,NA,NA,1
16341_407.1809_5.7729_760_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,264949.6,1
16346_407.181_4.295_1743_N/A_NA_no matches_no matches_no matches_no matches,192311.9,416664.6,231092.5,273149.1,146690.6,5
16349_407.181_4.6592_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,291695.5,NA,225877.6,2
16350_407.1811_4.4722_24_N/A_gibberellic acid_no matches_no matches_no matches_no matches,NA,NA,NA,325535,NA,1
16354_407.206_7.913_1267_N/A_3-Deoxo-3Beta-Hydroxymexicanolide 16-Enol Ether_no matches_no matches_no matches_no matches,337261.4,463417.5,594241.9,414475.6,380475.8,5
16356_407.206_7.0969_-1_N/A_NA_no matches_no matches_no matches_no matches,744630.1,1216219,514189.8,NA,721814.9,4
16357_407.206_9.6739_-1_N/A_NA_no matches_no matches_no matches_no matches,165774.5,NA,306518.2,NA,NA,2
16358_407.206_7.7461_6555_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,505587.1,NA,1
16363_407.2061_9.9976_3972_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,105341,208074.8,87715.02,3
16364_407.2061_7.4664_936_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,916571.5,1
