Feature_ID,Control...1,Control...2,Control...3,Coral...4,Coral...5,Coral...6,Coral_Dictyota...7,Coral_Dictyota...8,Coral_Dictyota...9,Coral_Turf...10,Coral_Turf...11,Coral_Turf...12,Dictyota...13,Dictyota...14,Dictyota...15,Turf...16,Turf...17,Turf...18,count
23962_546.4_12.2286_240_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,-205452.60000000003,-254966.41000000003,0,-312802.5,-269754.1,0,-283423.22,0,-248626,0,0,-267277.64,0,0,0,7
23978_547.2161_6.9923_49_N/A_NA_no matches_no matches_no matches_no matches,-297134.5,-349845.04000000004,-359988.41000000003,0,0,0,0,0,-116816.12999999999,0,110463.37000000001,0,-126694.1,0,-151288.59,0,0,0,7
23979_547.2163_7.8209_49_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,232089.89999999997,0,133861.2,0,0,0,-110448.48000000001,0,-107844.45000000001,0,0,0,4
23980_547.2164_7.3641_49_N/A_NA_no matches_no matches_no matches_no matches,0,0,-107567.58999999998,0,249986.30000000002,0,0,0,0,0,0,0,-81680.32,0,0,0,173311.09999999998,-64647.66,5
23981_547.2164_7.4925_-1_N/A_NA_no matches_no matches_no matches_no matches,0,132412.40999999997,0,0,0,0,0,0,0,-140438.32,0,0,0,0,81086.62,0,0,0,3
23982_547.2164_7.6734_-1_N/A_NA_no matches_no matches_no matches_no matches,0,82805.04,226074.24,0,0,127296.29999999999,-124696.47000000002,0,0,-176461.80000000002,-280500.48000000004,-190019.10000000003,0,0,0,0,0,0,7
23983_547.2165_7.224_49_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,-117313.90999999999,0,0,0,0,0,0,164804.3,0,-80121.16,3
23984_547.2524_10.2367_10213_N/A_NA_no matches_no matches_no matches_no matches,176180.17,136905.57,187300.07,95030.28,0,85745.08,137262.84,173679.54,60889.659999999996,122508.59999999999,177822.90000000002,102551.7,315372.22,163855.32,0,306985.9,0,0,14
23985_547.2528_8.3465_5726_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,-184546,0,0,73782.82,104907.55,0,0,0,0,-57111.17,0,0,-42153.29,5
23986_547.2528_8.2313_5726_N/A_Massbank:FFF00164 Campesterol_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,0,262474.2,0,0,159540.69999999998,158574.3,0,0,86013.96000000002,0,4
23987_547.2531_7.0448_49_N/A_NA_no matches_no matches_no matches_no matches,0,48334.66,0,-78293.40000000001,-107095.36000000002,-127662.17000000001,0,0,0,-43394.600000000006,0,0,0,0,0,54309.189999999995,46713.63999999999,0,7
23994_547.2755_5.8081_270_N/A_NA_no matches_no matches_no matches_no matches,0,-6496.088,0,0,0,0,0,0,-6290.968,-6435.370000000001,0,-12500.53,-5990.595,0,-5990.595,0,7885.623,0,7
23995_547.2755_5.8697_270_N/A_NA_no matches_no matches_no matches_no matches,-11302.72,-11302.72,0,0,0,0,0,0,0,0,7086.0650000000005,-5466.365,0,0,0,6285.702,7885.623,6652.06,7
23996_547.2894_10.232_10213_N/A_NA_no matches_no matches_no matches_no matches,65790.27,58843.350000000006,133262.28,179693.49000000002,0,0,167451.91,90973.01000000001,151890.91,205180.91999999998,0,61494.82,0,204274.33000000002,0,0,0,0,10
23997_547.3093_8.3092_5726_N/A_Massbank:PR300964 Pseudojervine_no matches_no matches_no matches_no matches,-4129.292,-4129.292,5370.277999999999,0,-3696.294,-3696.294,0,0,-4605.306,-4019.34,0,-4019.34,-4266.716,0,-4266.716,5428.107,0,0,11
23998_547.3134_6.3069_270_N/A_NA_no matches_no matches_no matches_no matches,0,0,5558.649,-39240.15,0,-39240.15,-24736.565,-20574.379999999997,-31302.98,-11141.21,-11141.21,-7148.9749999999985,0,0,5583.076,0,0,5570.431,11
23999_547.3138_6.0114_270_N/A_NA_no matches_no matches_no matches_no matches,5318.694,-2177.272,-2177.272,0,0,0,0,5010.175,0,0,0,6048.616,-5964.927,-5964.927,0,0,0,0,7
24007_547.5195_14.6024_378_N/A_dopamine-C22:1_no matches_no matches_no matches_no matches,-2606660,-2171606,-3370187.1,-2445119,-1800165.6,0,0,-2062200.7,0,-398567.60000000003,1115207.7,764624.7,-4884429,-5163218,-6042523.5,0,0,0,12
24008_547.5196_13.8336_378_N/A_dopamine-C22:1_no matches_no matches_no matches_no matches,-1352710.1,-1406702,-1570905.2,-1531929.4,-1020362.4,-1326969.3,-719753.5,-675114.4,-872387.5,-788874.8300000001,0,-498312.2,-2114637.4,-2195573.2,-2249290.1,-667152.1000000001,0,0,15
24010_548.2175_8.5561_4953_N/A_NA_no matches_no matches_no matches_no matches,-41003.1,-35720.549999999996,-37598.259999999995,0,0,-41268.369999999995,0,-54908.50000000001,0,24122.04,49890.53,0,0,0,0,0,52057,0,8
24011_548.2587_8.343_4953_N/A_NA_no matches_no matches_no matches_no matches,0,11222.993000000002,12677.243000000002,0,17578.18,0,0,12328.542,0,0,0,0,0,0,0,-21062.47,0,-22032.255,6
24012_548.2701_6.2836_398_N/A_NA_no matches_no matches_no matches_no matches,50125.53,39072.509999999995,0,0,-49673.41,0,0,0,38800.07000000001,0,-77063.27,-60840.66,40758.41,0,0,0,0,0,7
24013_548.2702_6.3794_398_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,45951.69,63096.44,0,0,0,0,0,0,0,0,0,0,39390.7,0,32136.16,4
24014_548.2847_9.6555_243_N/A_NA_no matches_no matches_no matches_no matches,0,131021.86,121108.96,63379.83,0,45780.61,69788.77,74554.05,83800.08,0,67202.26,0,54980.316,35989.906,0,33057.31,21423.15,22313.870000000003,13
24016_548.2937_10.2987_1_N/A_NA_no matches_no matches_no matches_no matches,14874.796000000002,0,0,22918.411,6129.021000000001,14138.551000000001,0,0,0,0,-7152.998,0,13368.611,0,0,14981.83,12322.35,9192.947,9
"24017_548.3209_11.2635_-1_N/A_Massbank:NA000482 Jacobine|(1R,3`S,4S,6R,7R,17R)-7-hydroxy-3`,6,7-trimethylspiro[2,9-dioxa-14-azatricyclo[9.5.1.0^{14,17}]heptadec-11-ene-4,2`-oxirane]-3,8-dione_no matches_no matches_no matches_no matches",56629.35999999999,0,80071.98000000001,0,0,0,0,-281853.4,-191151.7,-141762.41999999998,0,-121943.5,0,-1016177.7,0,-341535.6,-478413.13999999996,0,9
24018_548.3209_11.388_-1_N/A_NA_no matches_no matches_no matches_no matches,23928.042,30769.061999999998,36126.842,-40992.23,70580.88,-43136.21000000001,-227255.81,0,-147180.9,29594.98,32259.8,102303.4,83031.84,37657.74,40472.07,-357893.60000000003,-426626.45,0,16
24021_548.3215_10.9749_2553_N/A_NA_no matches_no matches_no matches_no matches,29259.050000000003,39782.16,150551.12,61602.97,40103.59,0,62963.61,94546.64,0,47271.409999999996,119552.6,33194.04,0,0,0,33302.149999999994,69916.89,106267.49,13
24023_548.3215_10.5602_-1_N/A_NA_no matches_no matches_no matches_no matches,30720.440000000002,28555.28,57262.44,29591.22,0,0,78858.19,105361.98999999999,91294.79,104737.14000000001,0,44369.96,0,0,55143.03,0,0,0,10
24024_548.3216_10.3944_1_N/A_NA_no matches_no matches_no matches_no matches,67870.29,0,0,31071.930000000004,58420.98000000001,32384.360000000004,0,0,0,0,0,0,121470.15999999999,0,0,0,0,57089.630000000005,6
24025_548.3273_5.0749_10_N/A_Spectral Match to Undecaethylene glycol from NIST14_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers,0,0,0,0,0,-5401.18,7421.098,0,0,-7917.872,-7917.872,-7917.872,0,0,3666.148,9958.915,11013.66,0,8
24027_548.3278_5.6426_1257_N/A_NA_no matches_no matches_no matches_no matches,676648,577608.6,0,0,0,434989.19999999995,0,0,597190.2,0,0,0,0,0,0,0,0,0,4
"24028_548.3406_8.7658_3699_N/A_""N-((4R)-4-((3R,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoyl)-N-methylglycine""_no matches_no matches_no matches_no matches",-22742.232,-15657.76,-15735.359999999999,-32002.059999999998,-45950.670999999995,-42725.67,-143020.768,-143092.678,-113582.04000000001,-56668.38,-47497.42999999999,0,-129522.1,-204263.16,-181120.36000000002,0,0,0,14
24029_548.3433_11.6582_2154_N/A_NA_no matches_no matches_no matches_no matches,0,0,-5688.467,6633.677,8151.352,14721.7,6854.344999999999,0,20954.195,-12312.355000000001,-13769.749000000002,-10959.061000000002,41504.76,18465.21,8265.314,0,-20173.309,0,13
24033_548.3463_12.2905_3203_N/A_NA_no matches_no matches_no matches_no matches,-1283524.22,-1365742.754,-1315789.33,233847.8,544675.8,0,-2075923,-2018867.7,-2114845.5,-1268559.56,-1368170,-1198392.6,-913072.6,-1332906.4,0,-912470,-916180.8,-1190071.283,16
24034_548.3464_12.4477_-1_N/A_NA_no matches_no matches_no matches_no matches,-1052412.77,-920983.7,-1086330.39,-2296375.2,-2054520.8,-2339824.3,145450.11,-27144.139,-31179.19,-1143071.74,0,-1082841.7,788476.59,-22190.567,0,215341.829,-7490.834,1033203.029,16
24042_548.3642_6.741_1516_N/A_Spectral Match to Undecaethylene glycol from NIST14_no matches_no matches_no matches_no matches,0,0,0,0,0,-150500.9,0,0,0,0,-214091.1,0,-854132.8,-907522.9,-1024876.9,273165.1,292808.2,0,7
24043_548.3708_11.7807_3221_N/A_NA_no matches_no matches_no matches_no matches,-174131.31900000002,-156982.73,-176769.363,-100571.98000000001,-106246.28,-104015.85,-215945.57,-217596.923,-204134.98,-151913.712,-154303.76499999998,-154586.504,-214649.3,-239351.57499999998,-248440.8,-191020,-194915.33500000002,-159446.6,18
24050_548.4068_11.7353_3221_N/A_NA_no matches_no matches_no matches_no matches,-30417.185,-33901.36,-26517.734,-19305.16,0,0,-55987.693,-40304.600000000006,-42837.100000000006,0,-6590.282000000001,0,-15248.855,-23116.27,60378.31999999999,0,-34735.38,-31547.379999999997,13
24067_549.2324_6.8186_3613_N/A_NA_no matches_no matches_no matches_no matches,-268424.95,0,-276956.77,-158967.21,0,-145408.36,0,0,0,0,0,0,146270.2,0,109619.5,-131711,-151204.30000000002,-149402.80000000002,9
24068_549.2324_6.7533_3613_N/A_NA_no matches_no matches_no matches_no matches,-82116.28,0,0,-86858.81,0,-73299.95999999999,0,0,0,-246416.12000000002,-248312.57,-242805.64,111131.62,0,120988.32,0,0,288729.9,9
24069_549.2325_7.0587_2576_N/A_NA_no matches_no matches_no matches_no matches,0,0,-112495.28999999998,-257870.7,0,0,-116018,0,-146721.86,0,0,0,-225608.96,0,0,0,-108801,0,6
24070_549.2325_7.1872_2576_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,157026.90000000002,-78596.88,-79165.41,0,0,0,-245463.84,-261239.09,-252039.64,-207114.24000000002,0,-173504.80000000002,0,0,0,8
24071_549.2326_7.3301_2576_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,116139.95,0,0,0,-208374.8,0,-96579.76,-98893.14,0,115980.74999999999,0,0,0,0,5
24072_549.2687_9.6668_152_N/A_NA_no matches_no matches_no matches_no matches,222595.00000000003,104376.70000000001,295066.30000000005,140026.89,136496.19,194306.39,0,0,165305,330051.1,0,0,0,207880.59999999998,-76031.17,72074.64,108054.63999999998,135040.94,13
24073_549.286_13.1521_-1_N/A_NA_no matches_no matches_no matches_no matches,9349.875,4296.526,13410.2,9765.32,5431.05,16297.84,19003.673000000003,11226.883,22948.103000000003,107987.39,32559.850000000002,69722.59,18038.389,26683.459000000003,0,0,86927.58000000002,37564.97000000001,16
24075_549.3079_7.0963_2576_N/A_NA_no matches_no matches_no matches_no matches,0,-12001.6,0,0,0,-13273.1,0,7429.639999999999,-4198.18,0,0,15429.622000000001,0,0,14966.413999999999,0,0,0,6
24084_549.4285_13.0818_5883_N/A_NA_no matches_no matches_no matches_no matches,0,0,128438.8,0,0,0,0,-81505.94999999998,0,0,0,0,0,0,-135814.44,-115565.85,0,0,4
24085_549.4512_15.2684_1908_N/A_Dipterocarpol_no matches_no matches_no matches_no matches,13709.321,17437.121,1158.163,13473.9,25826.93,36348.5,23646.515,0,89806.445,3488.2650000000003,16197.291,47645.451,0,0,-25278.89,0,-51376.4283,0,13
24087_550.2641_8.279_4953_N/A_NA_no matches_no matches_no matches_no matches,139793.93000000002,153357.13,73134.43,121988.89,0,0,0,84472.16999999998,77583.26999999999,0,0,0,0,0,0,45097.36,0,0,7
24088_550.2867_9.9647_212_N/A_NA_no matches_no matches_no matches_no matches,-118866.70000000001,-124225.88200000001,-123182.781,-101815.43400000001,-77455.26000000001,-104011.433,-125443.417,-123193.909,-118135.40000000001,-372686.14,-382532.868,-381395.909,-155151.41,-189789.49,337044.6,-248523.03000000003,-218348.14,-223114.16,18
24089_550.3006_10.1655_1244_N/A_NA_no matches_no matches_no matches_no matches,100593.3,98030.09999999999,71364.9,54000.049999999996,88830.83000000002,0,134320.9,0,76704.29999999999,89449.57999999999,55573.280000000006,0,67377.12,67488.62,0,66430.26999999999,104825.26999999999,192706.16999999998,14
24090_550.3007_9.9747_212_N/A_NA_no matches_no matches_no matches_no matches,30661.18,96376.57,50177.57,23554.329999999998,84664.05,25454.23,43939.450000000004,104293.69,153784.09,0,113624.57999999999,0,105946.44,116068.54000000001,0,0,103023.61000000002,74720.20999999999,14
24091_550.3007_8.4392_4953_N/A_NA_no matches_no matches_no matches_no matches,19455.41,46049.270000000004,0,38315.31999999999,0,-19346.820000000003,-30617.460000000003,0,0,25521.98,0,0,0,0,0,0,0,-32262.74,7
24092_550.3021_5.005_2121_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,5977.602,5714.827,7860.246,0,0,0,0,3706.229,0,0,0,0,-5693.866,5
24105_550.3869_13.0703_1582_N/A_NA_no matches_no matches_no matches_no matches,139377.91999999998,97472.62000000001,100514.62000000001,55970.744999999995,0,230415.16499999998,71153.91999999998,-45900.725000000006,783604.92,86684.35,155692.34999999998,393303.25,357172.19999999995,112585.80000000002,0,983950.51,0,0,14
24126_550.4829_15.9101_-1_N/A_Massbank:LU135003 Tetraethylene glycol di(2-ethylhexanoate)|2-[2-[2-[2-(2-ethylhexanoyloxy)ethoxy]ethoxy]ethoxy]ethyl 2-ethylhexanoate_no matches_no matches_no matches_no matches,0,-9927.558,-14467.35,-21992.857,0,-20831.88,0,34318.731,0,-16856.62,0,-12781.430999999999,-24401.46,-24401.46,-24401.46,-10134.6071,0,0,11
24128_551.2117_7.8337_1376_N/A_NA_no matches_no matches_no matches_no matches,0,170970.25,226325.65000000002,279776.19999999995,0,0,126742.61000000002,175652.81,403642.31,0,0,-202631.13,278577.63999999996,0,80384.54,0,190752.5,0,10
24129_551.2483_7.9423_1376_N/A_NA_no matches_no matches_no matches_no matches,521279.60000000003,0,0,127516.65000000001,0,371513.64999999997,0,0,0,0,0,0,0,0,-77272.82999999999,325954.39999999997,141659.5,0,6
24130_551.2483_7.7773_1376_N/A_NA_no matches_no matches_no matches_no matches,285809.4,0,0,0,0,0,0,282755.30000000005,0,0,0,0,0,0,-138429.77999999997,0,0,-121671.8,4
24131_551.2847_7.7335_1376_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,-309857.39999999997,0,-267813.89999999997,0,0,-112333.45999999999,-193588.02000000002,-151917.30000000002,-164566.00000000003,-30519.9,-34293.91,0,-42088.08,-48551.11,-49659.31,11
24132_551.2849_8.1736_1248_N/A_NA_Organic compounds_Organoheterocyclic compounds_Piperidines_Phenylpiperidines,0,0,0,0,-72648.17,0,-66265.43000000001,-64106.090000000004,0,0,0,81189.79999999999,68089.51000000001,0,0,0,0,0,5
"24133_551.2849_8.3354_1248_N/A_4-hydroxy-2-methoxy-6-phenyl-2H-3,4,5,6,7,8,4a,8a-octahydro-5,7-dioxachromen-3 -yl 4-methylbenzenesulfonate_Organic compounds_Organoheterocyclic compounds_Piperidines_Phenylpiperidines",37871.08,43354.33,0,35039.44000000001,0,0,-66562.22,0,0,-78447.55,-61455.16,0,0,0,0,0,126676.9,0,7
24134_551.2849_7.9799_1248_N/A_Massbank:FFF00164 Campesterol_Organic compounds_Organoheterocyclic compounds_Piperidines_Phenylpiperidines,-64279.340000000004,-62216.66,0,0,46173.58,57831.14,0,-67553.15,0,0,-58263.34,-59265.189999999995,0,-38191.03999999999,0,0,0,0,8
24137_551.3407_8.1145_1248_N/A_Hexa-methoxymethyl-melamine_Organic compounds_Organoheterocyclic compounds_Piperidines_Phenylpiperidines,-3688.172,0,4104.362999999999,-4990.108,0,0,-6287.336000000001,0,-6949.6630000000005,-5480.431,0,-5480.431,0,-3506.139,0,-11852.41,-6250.442,-8300.866,11
24138_551.3408_7.9579_1248_N/A_Hexa-methoxymethyl-melamine_Organic compounds_Organoheterocyclic compounds_Piperidines_Phenylpiperidines,-5675.145,-5675.145,-5675.145,-3535.387,-3535.387,-3535.387,-14511.74,-7844.538,-14511.74,0,0,0,-6666.674,0,0,-4688.891,-4688.891,-4688.891,13
24141_551.3557_12.4478_-1_N/A_NA_no matches_no matches_no matches_no matches,0,24185.595999999998,32337.436,-14523.925,-14177.96,26439.11,0,-18279.125,0,0,0,0,0,-21578.034,-30526.53,0,-46739.604,-50299.432,10
24148_552.2076_5.0676_4333_N/A_NA_no matches_no matches_no matches_no matches,0,-40415.28,0,0,0,0,0,0,0,-69680.16,-52885.58,0,0,80120.79000000001,0,0,0,46324.74,5
24149_552.2651_8.7838_152_N/A_NA_no matches_no matches_no matches_no matches,-459067.6,-479619.81,-519038.49,0,0,0,-209128.03999999998,0,-213631.47999999998,-146142.28999999998,0,-118980.04,290758.99999999994,-156244.40000000002,0,0,-183044.72,0,10
24150_552.2798_8.7451_152_N/A_NA_no matches_no matches_no matches_no matches,107448.49,0,0,0,0,0,0,0,0,161010.86,-45069.479999999996,0,0,0,0,74521.88,59427.780000000006,161721.78,6
24151_552.2799_8.6132_152_N/A_NA_no matches_no matches_no matches_no matches,194507.74,194504.14,178854.34000000003,161682.15000000002,0,0,0,-62914.030000000006,0,0,0,96092.48999999999,-39631.51,0,-40335.61000000001,118712.43999999999,0,116468.93999999999,10
24152_552.2799_8.9033_152_N/A_NA_no matches_no matches_no matches_no matches,265367.39,241579.59000000003,297756.49,80391.55,0,0,211658.94,203502.44,141813.14,87025.90999999999,0,0,80180.53,146118.13,0,0,193122.15000000002,95279.65000000001,12
24153_552.28_7.242_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,-41243.479999999996,0,0,0,0,0,0,0,0,0,0,0,-67486.47,0,0,2
24154_552.28_9.704_1485_N/A_NA_no matches_no matches_no matches_no matches,76524.6,70636.01,232983.88,61489.81999999999,72620.4,134191.98,182204.77000000002,89273.06999999999,215754.57,307793.29000000004,0,175701.49,90853,183638.1,0,91160.34,185620.64,184341.94,16
24155_552.302_4.9894_4333_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,0,0,0,0,-5251.984,-5251.984,-5251.984,-5643.789,-5643.789,-5643.789,6
24156_552.3031_4.8331_4333_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,5246.127,0,0,0,-5251.984,-5251.984,-5251.984,-5643.789,-5643.789,-5643.789,7
24157_552.3164_8.7791_152_N/A_NA_no matches_no matches_no matches_no matches,0,68295.94,-18621.500000000004,0,0,84062.1,62574.39,17514.96,85115.96,0,21068.7,34040.119999999995,0,0,0,0,0,0,8
24158_552.3165_10.3562_10102_N/A_NA_no matches_no matches_no matches_no matches,76660.53,86069.63,0,0,0,193664.2,0,106585.87999999999,105939.08,0,0,149489.40000000002,90162.9,239617.80000000002,0,0,112690.56,139257.16,10
24159_552.3165_10.1626_10102_N/A_NA_no matches_no matches_no matches_no matches,219029.66999999998,91192.97,225186.47,56817.93000000001,107830.33,56879.53,170090.08,89942.28,56694.759999999995,64951.16,78423.38,117572.78,96557.95,107497.25000000001,0,0,0,0,14
24160_552.3166_9.7357_1485_N/A_NA_no matches_no matches_no matches_no matches,82048.45000000001,0,0,0,0,156546.28,0,107098.53,0,0,0,128796.11,-44404.3,0,0,35490.72,59674.95,39103,8
24161_552.3167_8.9427_152_N/A_NA_no matches_no matches_no matches_no matches,0,69839.18000000001,0,-28321.389999999996,0,0,54063.950000000004,0,0,-121498.48999999999,-134701.16999999998,-116255.45999999999,0,0,0,55629.79,0,0,7
24162_552.3167_9.5473_1485_N/A_NA_no matches_no matches_no matches_no matches,0,0,77368.53,97726.9,0,56625.02,68311.39,43288.350000000006,0,-96330.24000000002,0,0,0,-74744.20999999999,0,124860.34,78310.34,0,9
24164_552.3281_9.6218_1485_N/A_NA_no matches_no matches_no matches_no matches,-8010.242,0,-8010.242,0,0,0,5262.074,8017.131,8051.004,0,0,-4768.213,-5025.428,0,22636.004999999997,0,0,3050.271,9
24168_552.3527_9.9332_-1_N/A_forskolin_no matches_no matches_no matches_no matches,29760.850000000002,0,0,-34932.94,0,-51631.020000000004,-33268.03999999999,0,0,31433.020000000004,18019.980000000003,0,-43970.19,0,0,0,0,0,7
"24173_552.3667_11.9149_3915_N/A_(1R,3E,5R,7S,11R,12R,13S,14S)-1,13-bis(acetyloxy)-3,6,6,14-tetramethyl-10-methylidene-2-oxotricyclo[10.3.0.0?,?]pentadec-3-en-11-yl acetate_no matches_no matches_no matches_no matches",-209521.78,-158082.16999999998,-213668.8,-118696.719,-116829.87299999999,0,-193071.51,-217307.09,-114867.9,-176011.8,-168431.84,-135518.33,-167729.39,-231532.71,-254171.264,0,-314220.62,-293762.89,16
24194_552.4986_13.7222_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,-5183.652,3841.352,18744.387000000002,0,0,0,0,0,0,0,0,-6014.821,13053.486,0,16744.002,0,6
24196_553.2137_14.8094_-1_N/A_NA_no matches_no matches_no matches_no matches,-7843.997800000001,-8727.521,-8727.521,-2987.162,5692.1630000000005,-2987.162,-6098.258,19329.472,-6098.258,-5864.983,-4518.028,-5864.983,0,-1401.76,3526.3999999999996,-1293.013,-1293.013,0,16
24197_553.2641_7.0643_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,97801.30000000002,0,0,0,-63386.829999999994,0,0,0,0,0,0,53671.119999999995,0,0,3
24198_553.2641_6.9521_-1_N/A_NA_no matches_no matches_no matches_no matches,-110353.54,-99907.51999999999,-107691.63,85036.27,0,0,-158392.47999999998,-128469.49999999999,-116527.98999999999,0,0,0,0,0,0,0,0,0,7
24199_553.2641_6.8638_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,-37870.52,0,0,0,0,0,0,0,-51397.4,0,0,0,2
"24200_553.2642_5.3881_8618_N/A_Massbank:LU031101 MK-547|J-104132|(5S,6R,7R)-5-(1,3-benzodioxol-5-yl)-2-butyl-7-[2-[(2S)-2-carboxypropyl]-4-methoxyphenyl]-6,7-dihydro-5H-cyclopenta[b]pyridine-6-carboxylic acid_no matches_no matches_no matches_no matches",0,0,0,14134.297999999999,0,0,0,0,-13912.757999999998,0,0,13053.49,0,0,7554.687000000001,0,10231.258999999998,0,5
24201_553.2643_5.7525_-1_N/A_Glyasperin C_no matches_no matches_no matches_no matches,-13336.699,-13950.131000000001,-11945.467,0,48530.16,0,0,-16447.33,-17818.690000000002,13861.470000000001,0,0,-14025.044000000002,-13252.101000000002,0,0,0,0,9
"24204_553.3006_7.062_-1_N/A_2-[4-(N,N-diethylcarbamoyl)-2-oxohydroquinolyl]-N-(2,4-difluorophenyl)acetamid e_no matches_no matches_no matches_no matches",7625.795,0,15238.165,0,0,0,-9416.754,0,-15323.74,0,-12168.396999999997,-13029.751999999999,0,0,0,0,0,0,6
24207_553.3198_6.7579_-1_N/A_inuline_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,0,0,-129861.35999999999,0,-414079.70000000007,-341637.30000000005,-530451.5,0,0,0,4
24213_554.2592_8.1178_7408_N/A_NA_no matches_no matches_no matches_no matches,191200.01,91037.01000000001,524274.21,0,0,0,268147.3,0,0,0,0,438376.57000000007,0,290049.6,0,0,0,0,6
24214_554.2593_8.2731_7408_N/A_NA_no matches_no matches_no matches_no matches,0,0,112965.64,127750.02,0,155216.72000000003,0,0,-87155.45000000001,0,0,0,0,220712.2,0,0,0,0,5
24216_554.2959_8.313_-1_N/A_NA_no matches_no matches_no matches_no matches,0,-97150.64000000001,0,0,0,-68395.04999999999,36000.33,0,64331.759999999995,0,157526.97999999998,144423.27999999997,122480.5,163082.19999999998,0,74666.29,0,91182.99,10
24217_554.3323_10.4845_206_N/A_NA_no matches_no matches_no matches_no matches,0,120549.69999999998,0,0,0,0,0,0,0,88598.74,75523.26000000001,65649.69,0,176761.73,0,71795.96,0,46312.07000000001,7
24218_554.3365_12.5143_176_N/A_NA_no matches_no matches_no matches_no matches,-2711.236,4160.224,-2711.236,0,0,0,-4973.744,-4973.744,-4973.744,0,945.496,2135.093,0,973.0029,0,-4580.436,-7567.108,-7567.108,12
24221_554.3687_12.04_113_N/A_NA_no matches_no matches_no matches_no matches,27147.67,26124.739999999998,16248.99,29282.21,25003.769999999997,41042.03,0,0,0,0,0,0,0,0,0,143933.51,0,-70057.43,8
24222_554.3687_11.8831_113_N/A_NA_no matches_no matches_no matches_no matches,111118.12999999999,72546.64,282857.23,99651.63,58441.21000000001,90782.93000000001,585645.1599999999,326237.76,1010878.56,460403.8,249783.40000000002,716919.7,1123319.8,1319627.8,310949.6,532106.72,599408.12,142231.32,18
24224_554.3689_12.2448_113_N/A_NA_no matches_no matches_no matches_no matches,41842.783,25320.972999999998,225881.793,54240.645000000004,26320.595,37624.795,306133.60000000003,236214.60000000003,888382.2,311019,137257.1,482053.5,839000,2086329,0,243668.7,383115.39999999997,0,16
24251_554.4629_14.1385_1688_N/A_NA_no matches_no matches_no matches_no matches,-49633.25,-49633.25,-49633.25,-47870.11,-24613.34,-46038.563,-49139.395000000004,-38835.22,-50473.97,-34791.75,-28585.841,-33631.417,0,-33374.845,65775.57,-35145.46,-30910.44,-35145.46,17
24254_555.2418_9.9651_115_N/A_NA_no matches_no matches_no matches_no matches,-245069.03,-242216.58,-229300.21,-160457.35,-148953.59,-154493.09,-220120.53,-238444.51,-229974.56,-422295.26,-452907.66000000003,-457700.62,-328928.45999999996,-349680.07,516337.10000000003,-455974.4,-439974.79,-469023.359,18
24255_555.2574_10.1586_304_N/A_NA_no matches_no matches_no matches_no matches,124355.99000000002,40950.73,58051.54,0,0,-53667.09,0,0,0,70643.41,40017.3,19916.130000000005,0,0,0,0,47675.26,0,8
24256_555.2946_10.0855_304_N/A_NA_no matches_no matches_no matches_no matches,-62581.509999999995,-52361.18,0,0,0,0,0,0,0,0,47723.27,25420.33,-15268.22,0,0,-13997.509999999998,0,0,6
24262_556.0053_10.1392_-1_N/A_NA_no matches_no matches_no matches_no matches,73609.59999999999,253974.5,-72934.2,0,-77314.516,0,-80948.96,-80948.96,0,-44975.77,0,-44975.77,0,-15169.69,-15169.69,322322.68999999994,452521.29000000004,-41527.41,13
24263_556.2387_6.9097_50_N/A_NA_no matches_no matches_no matches_no matches,0,338255.6,753042.7,226363.99999999997,240934.49999999997,341130.6,0,0,275327.5,239336.83000000002,144414.53,790836.8300000001,0,0,0,130397.3,415514,425220.8,12
24265_556.3345_12.5147_6889_N/A_NA_no matches_no matches_no matches_no matches,-6634.475,-4459.553,-6634.475,0,0,6266.843,3090.079,0,6698.707,0,0,0,0,1711.689,2865.791,6375.721,7522.488,0,10
24268_556.3482_10.4492_6404_N/A_NA_no matches_no matches_no matches_no matches,95630.12,106583.02,89411.72,0,0,0,0,0,0,0,0,63780.82,49090.91,51825.990000000005,84426.81,0,0,0,7
