"","max_blanks","mean_samples","flag"
"21952_492.2953_10.481_5549_N/A_NA_no matches_no matches_no matches_no matches",71246.36,83448.56,1
"21954_492.2953_9.9513_1189_N/A_NA_no matches_no matches_no matches_no matches",250079.8,62125.8375,1
"21955_492.3014_4.4711_132_N/A_NA_no matches_no matches_no matches_no matches",83877.8,83251.1193333333,1
"21956_492.3164_10.6718_1953_N/A_NA_no matches_no matches_no matches_no matches",21341.18,26920.5295416667,1
"21957_492.3165_10.4316_5549_N/A_NA_no matches_no matches_no matches_no matches",21720.99,26178.4624166667,1
"21958_492.3166_9.5321_6320_N/A_NA_no matches_no matches_no matches_no matches",10866.44,2807.41820833333,1
"21961_492.3316_10.9763_2971_N/A_NA_no matches_no matches_no matches_no matches",245199.2,48644.7720833333,1
"21962_492.3526_9.9691_1189_N/A_NA_no matches_no matches_no matches_no matches",156791.6,193.048083333333,1
"21963_492.3527_10.104_1189_N/A_NA_no matches_no matches_no matches_no matches",156791.6,1226.175125,1
"21964_492.3529_10.6188_-1_N/A_NA_no matches_no matches_no matches_no matches",183606.6,105804.360583333,1
"21965_492.3667_11.4622_2449_N/A_NA_no matches_no matches_no matches_no matches",129038,20185.4326666667,1
"21966_492.3669_11.6358_-1_N/A_AKOS003672986_no matches_no matches_no matches_no matches",379116.9,62579.452125,1
"21967_492.3677_12.14_4174_N/A_NA_no matches_no matches_no matches_no matches",601329.8,46206.1920833333,1
"21968_492.3891_11.2795_273_N/A_NA_no matches_no matches_no matches_no matches",4142720,5318.12379166667,1
"21969_492.3895_12.2082_4174_N/A_NA_no matches_no matches_no matches_no matches",288267.6,52193.8207083333,1
"21970_492.3895_12.3032_4174_N/A_NA_no matches_no matches_no matches_no matches",165931.5,76550.7729166667,1
"21971_492.4044_12.4978_378_N/A_NA_no matches_no matches_no matches_no matches",58159.02,27553.5630416667,1
"21972_492.4045_12.1178_4174_N/A_NA_no matches_no matches_no matches_no matches",217898.1,66978.18625,1
"21973_492.4045_13.0072_-1_N/A_NA_no matches_no matches_no matches_no matches",75556.95,6128.7325,1
"21974_492.4045_12.7729_-1_N/A_NA_no matches_no matches_no matches_no matches",109181.7,17782.5557916667,1
"21975_492.4242_12.4947_2464_N/A_NA_no matches_no matches_no matches_no matches",125828.6,10433.597875,1
"21976_492.4257_13.1033_124_N/A_NA_no matches_no matches_no matches_no matches",174778.9,5727.11841666667,1
"21977_492.4257_13.4799_378_N/A_NA_no matches_no matches_no matches_no matches",41499.92,2934.74650416667,1
"21978_492.4257_13.0167_378_N/A_NA_no matches_no matches_no matches_no matches",85811.82,1751.13741666667,1
"21979_492.426_13.8044_378_N/A_NA_no matches_no matches_no matches_no matches",7970.574,3716.61741666667,1
"21980_492.4405_12.5417_378_N/A_Spectral Match to N-[(1R)-2-Hydroxy-1-methylethyl-9Z-octadecenamide from NIST14_no matches_no matches_no matches_no matches",72799.51,96.0890833333333,1
"21981_492.4408_13.5627_378_N/A_NA_no matches_no matches_no matches_no matches",839533.3,739417.269166667,1
"21982_492.4409_13.2247_378_N/A_GABA-C22:1_no matches_no matches_no matches_no matches",53140.57,19840.7682083333,1
"21983_492.4409_13.1321_378_N/A_Spectral Match to N-[(1R)-2-Hydroxy-1-methylethyl-9Z-octadecenamide from NIST14_no matches_no matches_no matches_no matches",77598.57,10225.8098333333,1
"21984_492.4409_13.7713_378_N/A_NA_no matches_no matches_no matches_no matches",78493,137347.568916667,1
"21985_492.4409_13.8808_378_N/A_Massbank:LU033602 Oleyl sarcosine|Oleoyl sarcosine|2-[methyl-[(Z)-octadec-9-enoyl]amino]acetic acid_no matches_no matches_no matches_no matches",69968.1,137157.470708333,1
"21989_492.441_12.9264_-1_N/A_NA_no matches_no matches_no matches_no matches",56942.98,64241.7982375,1
"22026_493.279_10.292_5198_N/A_NA_no matches_no matches_no matches_no matches",187773.6,142487.85375,1
"22027_493.2791_10.1493_25_N/A_NA_no matches_no matches_no matches_no matches",332708.4,126297.092083333,1
"22028_493.2792_10.4743_5198_N/A_NA_no matches_no matches_no matches_no matches",108439.7,199144.227083333,1
"22032_493.3146_12.1227_-1_N/A_NA_no matches_no matches_no matches_no matches",10027.87,13725.222375,1
"22033_493.3149_10.9971_1086_(2E)-1-{2-[4-(diethylamino)phenyl]-6-hydroxy-3-azabicyclo[4.4.0]dec-3-yl}-3-(3 ,4-dimethoxyphenyl)prop-2-en-1-one_{2-[(3,4-dimethoxyphenyl)sulfonyl](3-1,2,3,4-tetrahydroisoquinolyl)}-N-(4-meth ylphenyl)carboxamide_Organic compounds_Organoheterocyclic compounds_Piperidines_Phenylpiperidines",800888.6,387694.398333333,1
"22034_493.3292_11.3765_-1_N/A_alprostadil_no matches_no matches_no matches_no matches",21590.6,4114.86745833333,1
"22035_493.3355_10.5647_5198_N/A_NA_no matches_no matches_no matches_no matches",10762.83,4734.00554166667,1
"22036_493.3515_11.8419_236_N/A_NA_no matches_no matches_no matches_no matches",156356.8,63566.2725,1
"22037_493.3517_12.5431_236_N/A_NA_no matches_no matches_no matches_no matches",77704.67,86295.2129166667,1
"22038_493.3519_12.2132_236_N/A_NA_no matches_no matches_no matches_no matches",88634.31,123809.63375,1
"22039_493.3519_12.8483_236_N/A_NA_no matches_no matches_no matches_no matches",99104.4,177548.945833333,1
"22040_493.3519_12.085_236_N/A_NA_no matches_no matches_no matches_no matches",117625.1,150539.817083333,1
"22042_493.3608_10.4017_25_N/A_19-epi-scholaricine_no matches_no matches_no matches_no matches",2278792,11212.0241666667,1
"22044_493.3882_13.4384_1261_N/A_NA_no matches_no matches_no matches_no matches",164196.4,8858.39458333333,1
"22045_493.4082_12.1302_-1_N/A_NA_no matches_no matches_no matches_no matches",33959.01,14842.8876666667,1
"22047_493.4726_15.1042_-1_N/A_NA_no matches_no matches_no matches_no matches",81493.81,105.912533333333,1
"22048_493.6502_6.9538_-1_N/A_NA_no matches_no matches_no matches_no matches",187887.9,88043.79125,1
"22064_494.2746_8.2388_-1_N/A_NA_no matches_no matches_no matches_no matches",78174.39,85700.9275,1
"22065_494.2895_11.3401_7127_N/A_NA_no matches_no matches_no matches_no matches",30488.24,9370.16204166667,1
"22068_494.3105_11.2027_7127_N/A_NA_no matches_no matches_no matches_no matches",131429.2,127457.265833333,1
"22069_494.3107_10.8321_1771_N/A_NA_no matches_no matches_no matches_no matches",89086.48,91139.7258333333,1
"22070_494.3108_11.0859_4685_N/A_NA_no matches_no matches_no matches_no matches",110119.6,95566.935,1
"22071_494.3109_10.9839_1771_N/A_NA_no matches_no matches_no matches_no matches",84377.76,88438.5841666667,1
"22072_494.3109_10.5432_944_N/A_NA_no matches_no matches_no matches_no matches",188235,89841.5004166667,1
"22074_494.311_9.8866_-1_N/A_NA_no matches_no matches_no matches_no matches",63461.1,106774.30125,1
"22075_494.311_10.4072_944_N/A_NA_no matches_no matches_no matches_no matches",286806.4,85048.3391666667,1
"22076_494.311_9.9522_666_N/A_NA_no matches_no matches_no matches_no matches",184535,177771.952916667,1
"22077_494.3229_10.4263_839_N/A_Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14_no matches_no matches_no matches_no matches",28324.49,18439.667125,1
"22078_494.324_9.9345_-1_N/A_forskolin_no matches_no matches_no matches_no matches",8738.447,5283.44829166667,1
"22079_494.3251_12.2619_999_N/A_NA_no matches_no matches_no matches_no matches",23167.08,37784.660875,1
"22082_494.3468_11.2622_-1_N/A_NA_no matches_no matches_no matches_no matches",355021.5,85269.2995833333,1
"22083_494.347_11.3275_4685_N/A_NA_no matches_no matches_no matches_no matches",207425.9,102693.23,1
"22084_494.3471_11.4496_7127_N/A_NA_no matches_no matches_no matches_no matches",341247.6,76755.0283333333,1
"22085_494.3471_11.1416_4685_N/A_NA_no matches_no matches_no matches_no matches",373691.4,75836.8270833333,1
"22086_494.3473_11.9063_31_N/A_NA_no matches_no matches_no matches_no matches",380938.3,86274.1929166667,1
"22087_494.3473_10.3952_944_N/A_DGTA 20:3_no matches_no matches_no matches_no matches",89147.39,56873.64375,1
"22088_494.3679_11.1409_206_N/A_Spectral Match to Hexapropylene glycol from NIST14_no matches_no matches_no matches_no matches",163873.3,4170.552625,1
"22089_494.3837_12.6263_1603_N/A_NA_no matches_no matches_no matches_no matches",184541.4,44177.2691666667,1
"22090_494.3838_11.8966_31_N/A_NA_no matches_no matches_no matches_no matches",170042,54333.4057916667,1
"22091_494.3838_12.481_1603_N/A_NA_no matches_no matches_no matches_no matches",246744.7,46717.267125,1
"22092_494.3838_12.0308_-1_N/A_NA_no matches_no matches_no matches_no matches",502841.8,76250.2916666667,1
"22093_494.3838_12.1279_-1_N/A_NA_no matches_no matches_no matches_no matches",412779.1,46954.7379166667,1
"22094_494.3838_12.2671_999_N/A_NA_no matches_no matches_no matches_no matches",159586.4,67320.4404166667,1
"22095_494.405_12.0631_999_N/A_NA_no matches_no matches_no matches_no matches",209553.4,5953.90691666667,1
"22097_494.4051_12.246_-1_N/A_NA_no matches_no matches_no matches_no matches",213582.4,67370.91125,1
"22098_494.4201_12.5879_1603_N/A_NA_no matches_no matches_no matches_no matches",52510.37,31896.364625,1
"22099_494.4202_13.5852_-1_N/A_Massbank:LU135002 Tetraethylene glycol di(2-ethylhexanoate)|2-[2-[2-[2-(2-ethylhexanoyloxy)ethoxy]ethoxy]ethoxy]ethyl 2-ethylhexanoate_no matches_no matches_no matches_no matches",55227.97,2293.36595833333,1
"22100_494.8164_7.0221_-1_N/A_Spectral Match to Nonaethylene glycol from NIST14_no matches_no matches_no matches_no matches",78841.02,135205.13125,1
"22127_495.2423_4.7959_-1_N/A_amorphigenin_no matches_no matches_no matches_no matches",121324.4,39902.794,1
"22131_495.3144_7.1624_-1_N/A_NA_no matches_no matches_no matches_no matches",134167,35385.878,1
"22133_495.3295_12.4612_1050_N/A_forskolin_no matches_no matches_no matches_no matches",5516.83,9776.4325,1
"22134_495.3677_12.642_236_N/A_NA_no matches_no matches_no matches_no matches",68568.33,122721.312416667,1
"22137_495.3881_11.3456_286_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",17102.59,6089.76370833333,1
"22138_495.404_13.2325_-1_N/A_NA_no matches_no matches_no matches_no matches",40368.95,2702.4649125,1
"22141_495.4517_12.6359_236_N/A_NA_no matches_no matches_no matches_no matches",2043.908,245.991666666667,1
"22146_496.2259_6.6895_4910_N/A_NA_no matches_no matches_no matches_no matches",31000.08,34430.4137083333,1
"22152_496.2901_10.1706_1781_N/A_NA_no matches_no matches_no matches_no matches",119377.2,138844.215416667,1
"22156_496.2903_9.674_8570_N/A_NA_no matches_no matches_no matches_no matches",123208.6,103204.254583333,1
"22158_496.3039_5.6495_718_N/A_NA_no matches_no matches_no matches_no matches",11773.82,12479.662625,1
"22159_496.3073_11.684_356_N/A_NA_no matches_no matches_no matches_no matches",10549.76,11303.5446666667,1
"22162_496.3266_11.4239_-1_N/A_NA_no matches_no matches_no matches_no matches",114970.9,91083.3045833333,1
"22165_496.3395_10.8156_839_Spectral Match to Lyso-PC(16:0) from NIST14_Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14_no matches_no matches_no matches_no matches",242235.1,85838.1935833333,1
"22167_496.3478_9.5108_206_N/A_Spectral Match to Hexapropylene glycol from NIST14_no matches_no matches_no matches_no matches",18066.87,2237.13175,1
"22168_496.3478_10.1527_206_N/A_Spectral Match to Hexapropylene glycol from NIST14_no matches_no matches_no matches_no matches",90581.02,8686.81075,1
"22169_496.3479_10.256_206_N/A_Spectral Match to Hexapropylene glycol from NIST14_no matches_no matches_no matches_no matches",81251.66,14206.066,1
"22171_496.348_10.9661_8224_N/A_NA_no matches_no matches_no matches_no matches",626846.6,150673.76525,1
"22172_496.348_9.6317_8570_N/A_NA_no matches_no matches_no matches_no matches",13208.33,1712.49529166667,1
"22173_496.3627_11.3754_-1_N/A_forskolin_no matches_no matches_no matches_no matches",500641.1,141395.404583333,1
"22174_496.3628_11.1806_-1_N/A_NA_no matches_no matches_no matches_no matches",283531.1,69334.76125,1
"22175_496.3629_10.6622_839_N/A_Spectral Match to Lyso-PC(16:0) from NIST14_no matches_no matches_no matches_no matches",50364.64,47568.0046666667,1
"22176_496.363_12.4439_-1_N/A_NA_no matches_no matches_no matches_no matches",61542.34,29887.7401666667,1
"22177_496.3631_12.2069_-1_N/A_NA_no matches_no matches_no matches_no matches",164926.9,82876.92125,1
"22178_496.3631_11.6633_976_N/A_NA_no matches_no matches_no matches_no matches",1679942,124877.76375,1
"22179_496.3631_11.7179_-1_N/A_NA_no matches_no matches_no matches_no matches",1005177,83773.72625,1
"22180_496.3631_12.2627_-1_N/A_NA_no matches_no matches_no matches_no matches",214625.8,62746.9241666667,1
"22181_496.3631_12.0073_-1_N/A_NA_no matches_no matches_no matches_no matches",442154.7,106738.584166667,1
"22182_496.3632_11.836_-1_N/A_NA_no matches_no matches_no matches_no matches",420170.2,85781.8779166667,1
"22183_496.3841_10.1946_206_N/A_Spectral Match to Hexapropylene glycol from NIST14_no matches_no matches_no matches_no matches",39141.56,8909.85508333333,1
"22185_496.3843_11.5879_9217_N/A_Jatrointelone M from S.guyanensis_no matches_no matches_no matches_no matches",69704.8,129550.708333333,1
"22186_496.3843_11.0715_41_N/A_NA_no matches_no matches_no matches_no matches",243975.5,72790.4541666667,1
"22188_496.3993_11.6892_976_N/A_NA_no matches_no matches_no matches_no matches",403599.2,38472.07725,1
"22189_496.3994_13.5708_170_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",228292.5,8057.779125,1
"22190_496.3994_13.0606_35_N/A_NA_no matches_no matches_no matches_no matches",163462.9,120433.303958333,1
"22191_496.3995_12.5118_5960_N/A_Spectral Match to 12,13-DiHOME from NIST14_no matches_no matches_no matches_no matches",579155.9,158484.157916667,1
"22192_496.3995_12.5971_5960_N/A_Spectral Match to 12,13-DiHOME from NIST14_no matches_no matches_no matches_no matches",1161907,65244.6455416667,1
"22193_496.3995_12.9731_35_N/A_NA_no matches_no matches_no matches_no matches",158033.6,45368.9121666667,1
"22194_496.3995_12.7746_-1_N/A_NA_no matches_no matches_no matches_no matches",410541.8,62643.4416666667,1
"22195_496.3996_11.8841_-1_N/A_NA_no matches_no matches_no matches_no matches",316210.3,39401.98875,1
"22196_496.3996_12.1918_-1_N/A_NA_no matches_no matches_no matches_no matches",411137,60281.7395833333,1
"22197_496.3996_12.3444_5960_N/A_Spectral Match to 12,13-DiHOME from NIST14_no matches_no matches_no matches_no matches",990832.1,78961.7316666667,1
"22198_496.3998_12.1248_-1_N/A_NA_no matches_no matches_no matches_no matches",495038.1,101784.937916667,1
"22200_496.4205_12.5214_-1_N/A_NA_no matches_no matches_no matches_no matches",105917.8,62452.6979166667,1
"22201_496.4205_11.9846_286_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",1137211,1216289.29583333,1
"22202_496.4206_12.3708_-1_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_no matches_no matches_no matches_no matches",68837.85,90521.7421666667,1
"22203_496.4206_11.6797_286_N/A_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",291464.3,178751.135416667,1
"22204_496.4206_13.8024_170_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",40700.33,27874.312625,1
"22205_496.4207_12.3051_170_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",171384.1,122899.160416667,1
"22206_496.4207_12.8561_-1_N/A_NA_no matches_no matches_no matches_no matches",47572.58,19947.8795416667,1
"22207_496.4207_14.1604_170_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",885504.7,184615.553625,1
"22209_496.4723_14.1897_170_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",73060.62,974.702291666667,1
"22210_497.2363_4.7146_-1_N/A_7-ethenyl-1,4a,7-trimethyl-3,4,6,8,8a,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",37838.1,32328.7289166667,1
"22213_497.2945_7.3181_5419_N/A_NA_no matches_no matches_no matches_no matches",1562897,15174.6790833333,1
"22215_497.3096_9.9807_4838_N/A_alprostadil_no matches_no matches_no matches_no matches",65086.31,8298.00370833333,1
"22216_497.3096_10.0392_4838_N/A_alprostadil_no matches_no matches_no matches_no matches",89723.09,8014.39533333333,1
"22219_497.3256_11.6715_195_N/A_NA_no matches_no matches_no matches_no matches",46029.69,42291.2629166667,1
"22221_497.3465_11.3026_-1_N/A_5-(hydroxyimino)-2,15-dimethyltetracyclo[8.7.0.0.0]heptadecan-14-o l_no matches_no matches_no matches_no matches",607199.2,22212.905875,1
"22222_497.3466_11.97_-1_N/A_NA_no matches_no matches_no matches_no matches",18112.45,34706.58525,1
"22223_497.3468_11.7506_195_N/A_NA_no matches_no matches_no matches_no matches",193961.9,24498.817,1
"22226_497.3836_12.3958_236_N/A_NA_no matches_no matches_no matches_no matches",291325.1,58985.7075,1
"22229_497.4226_13.9422_4819_N/A_NA_no matches_no matches_no matches_no matches",11213.51,21058.3266666667,1
"22238_498.2457_9.0099_-1_N/A_NA_no matches_no matches_no matches_no matches",3735.676,7273.023375,1
"22243_498.3241_11.843_-1_N/A_NA_no matches_no matches_no matches_no matches",20322.14,14511.8159583333,1
"22244_498.3276_9.7843_2746_N/A_NA_no matches_no matches_no matches_no matches",17127.9,4424.494875,1
"22245_498.3416_10.1548_2216_N/A_AKOS003672986_no matches_no matches_no matches_no matches",447962.5,17337.6837916667,1
"22246_498.3417_10.0273_2216_N/A_alprostadil_no matches_no matches_no matches_no matches",155461.2,16798.916625,1
"22247_498.3423_11.2582_-1_N/A_NA_no matches_no matches_no matches_no matches",348984,92471.88875,1
"22248_498.3423_11.552_7095_N/A_NA_no matches_no matches_no matches_no matches",759870.6,107803.091666667,1
"22249_498.3424_10.755_5834_N/A_NA_no matches_no matches_no matches_no matches",1031534,41688.1570833333,1
"22250_498.3573_12.4808_273_N/A_NA_no matches_no matches_no matches_no matches",41169.34,18487.7054166667,1
"22251_498.3577_12.2663_2131_N/A_NA_no matches_no matches_no matches_no matches",91861.16,10991.3140833333,1
"22252_498.3635_8.844_-1_N/A_NA_no matches_no matches_no matches_no matches",1001733,272755.38,1
"22253_498.3786_12.6408_273_N/A_NA_no matches_no matches_no matches_no matches",285436,89097.6706666667,1
"22254_498.3787_11.5109_-1_N/A_NA_no matches_no matches_no matches_no matches",371896.8,67765.41625,1
"22255_498.3787_12.0716_2131_N/A_NA_no matches_no matches_no matches_no matches",474040.3,83559.0275,1
"22256_498.3787_11.3528_7095_N/A_NA_no matches_no matches_no matches_no matches",518810.2,46783.935,1
"22257_498.3788_11.8979_236_N/A_NA_no matches_no matches_no matches_no matches",672305.8,179274.501666667,1
"22258_498.3788_11.6823_286_N/A_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",408761.4,164117.83375,1
"22259_498.3788_11.7677_236_N/A_NA_no matches_no matches_no matches_no matches",363056.6,82840.08,1
"22260_498.3788_10.5659_243_N/A_NA_no matches_no matches_no matches_no matches",107024.5,17059.0320833333,1
"22261_498.3788_12.2895_-1_N/A_NA_no matches_no matches_no matches_no matches",162396,252927.635416667,1
"22262_498.3788_12.3836_-1_N/A_NA_no matches_no matches_no matches_no matches",219825,71028.61725,1
"22263_498.3789_10.9425_5834_N/A_NA_no matches_no matches_no matches_no matches",162872,36495.4004166667,1
"22265_498.394_12.4439_130_N/A_NA_no matches_no matches_no matches_no matches",5569.188,588.358833333333,1
"22266_498.3999_11.6221_286_N/A_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",13071.68,4323.423375,1
"22267_498.3999_11.1946_286_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",290387.3,142240.1575,1
"22268_498.3999_11.7232_286_N/A_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",11017.59,3784.9865,1
"22269_498.3999_10.9396_-1_N/A_NA_no matches_no matches_no matches_no matches",1220219,390323.120833333,1
"22270_498.4011_5.3592_4971_N/A_NA_no matches_no matches_no matches_no matches",1382082,113617.387916667,1
"22271_498.4013_5.0736_1459_N/A_NA_no matches_no matches_no matches_no matches",1005773,146591.989666667,1
"22272_498.4149_12.963_8_N/A_Spectral Match to Linoleic acid ethyl ester from NIST14_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives",1368589,1225689.50375,1
"22273_498.4149_12.5319_130_N/A_NA_no matches_no matches_no matches_no matches",867151.9,163404.712083333,1
"22274_498.4149_13.3989_273_N/A_DAG (16:0/18:4)_no matches_no matches_no matches_no matches",1132481,43009.6152083333,1
"22275_498.415_12.5924_130_N/A_NA_no matches_no matches_no matches_no matches",383956.5,173940.85125,1
"22276_498.415_13.1209_8_N/A_Spectral Match to Linoleic acid ethyl ester from NIST14_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives",301663.7,66744.759375,1
"22277_498.415_13.6164_5366_N/A_NA_no matches_no matches_no matches_no matches",115436.9,39832.273875,1
"22278_498.4151_12.6808_130_N/A_NA_no matches_no matches_no matches_no matches",743061.3,59925.2041666667,1
"22279_498.4151_12.3849_2131_N/A_NA_no matches_no matches_no matches_no matches",599658.1,24585.6225833333,1
"22280_498.4152_12.2761_130_N/A_NA_no matches_no matches_no matches_no matches",834253.1,15717.1202916667,1
"22281_498.4152_12.8059_8_N/A_Spectral Match to Linoleic acid ethyl ester from NIST14_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives",702069.4,47307.1467916667,1
"22282_498.4152_12.0329_130_N/A_NA_no matches_no matches_no matches_no matches",508827.7,39865.4439166667,1
"22283_498.4302_13.5525_5366_N/A_NA_no matches_no matches_no matches_no matches",8830.594,3407.58879166667,1
"22296_499.2684_10.9097_217_N/A_NA_no matches_no matches_no matches_no matches",106175,147746.310833333,1
"22306_499.3413_11.8705_3165_N/A_NA_no matches_no matches_no matches_no matches",43109.32,65380.69375,1
"22327_500.3065_6.7051_-1_N/A_NA_no matches_no matches_no matches_no matches",15514.1,4135.968375,1
"22328_500.3367_11.8029_176_N/A_NA_no matches_no matches_no matches_no matches",63639.55,18671.6300416667,1
"22329_500.3428_6.9034_43_N/A_NA_no matches_no matches_no matches_no matches",18871,6325.14808333333,1
"22330_500.3429_7.1771_-1_N/A_NA_no matches_no matches_no matches_no matches",2471.396,1364.8445,1
"22331_500.3429_8.8179_-1_N/A_Spectral Match to Decapropylene glycol from NIST14_no matches_no matches_no matches_no matches",71411.04,5472.006625,1
"22332_500.3579_10.7362_5484_N/A_NA_no matches_no matches_no matches_no matches",328778.8,15971.494375,1
"22333_500.358_11.2161_1062_N/A_NA_no matches_no matches_no matches_no matches",609011.6,93488.7675,1
"22334_500.358_11.6449_3472_N/A_[(2R)-2-[(E,2S,4R)-4,6-dimethyloct-6-en-2-yl]-6-oxo-2,3-dihydropyran-3-yl] (2E,4E,6S)-8-hydroxy-6-(hydroxymethyl)-4-methylocta-2,4-dienoate_no matches_no matches_no matches_no matches",995326.2,115484.43875,1
"22335_500.358_11.3631_1062_N/A_NA_no matches_no matches_no matches_no matches",1480885,152241.096666667,1
"22336_500.3581_11.757_41_N/A_NA_no matches_no matches_no matches_no matches",1947298,209693.174166667,1
"22337_500.3581_11.8207_-1_N/A_NA_no matches_no matches_no matches_no matches",231425.5,139818.382083333,1
"22339_500.3789_8.5808_166_N/A_Spectral Match to Decapropylene glycol from NIST14_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Alcohols and polyols",5756799,3106281.125,1
"22340_500.3791_8.7831_166_N/A_Spectral Match to Decapropylene glycol from NIST14_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Alcohols and polyols",93914.38,73194.9008333333,1
"22341_500.3792_8.9981_166_N/A_Spectral Match to Decapropylene glycol from NIST14_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Alcohols and polyols",9310.73,2601.525875,1
"22342_500.3792_9.4984_552_N/A_NA_no matches_no matches_no matches_no matches",3791.59,4371.36708333333,1
"22343_500.3794_7.3883_-1_N/A_Spectral Match to Decapropylene glycol from NIST14_no matches_no matches_no matches_no matches",4335.336,378.275125,1
"22344_500.3943_12.518_273_N/A_Spectral Match to 1-Hexadecanoyl-sn-glycerol from NIST14_no matches_no matches_no matches_no matches",648499.9,90205.33375,1
"22345_500.3943_11.6622_41_N/A_NA_no matches_no matches_no matches_no matches",351561,42435.2870833333,1
"22346_500.3943_13.0346_468_N/A_NA_no matches_no matches_no matches_no matches",75738.48,24431.2,1
"22347_500.3943_11.5064_3472_N/A_[(2R)-2-[(E,2S,4R)-4,6-dimethyloct-6-en-2-yl]-6-oxo-2,3-dihydropyran-3-yl] (2E,4E,6S)-8-hydroxy-6-(hydroxymethyl)-4-methylocta-2,4-dienoate_no matches_no matches_no matches_no matches",578356.2,47201.7420833333,1
"22348_500.3943_11.7475_41_N/A_NA_no matches_no matches_no matches_no matches",445289.8,461598.229166667,1
"22349_500.3943_12.6524_8582_N/A_NA_no matches_no matches_no matches_no matches",529940.1,114100.121666667,1
"22350_500.3943_11.8707_35_N/A_Spectral Match to p-tert-Octylphenol pentaglycol ether from NIST14_no matches_no matches_no matches_no matches",706187,564285.327083333,1
"22351_500.3943_12.0476_4561_N/A_NA_no matches_no matches_no matches_no matches",846609.4,80490.1133333333,1
"22352_500.3943_11.1898_1062_N/A_NA_no matches_no matches_no matches_no matches",128451.3,27779.3744583333,1
"22353_500.3944_12.2075_-1_N/A_osmanthuside H_no matches_no matches_no matches_no matches",498176.2,133610.753333333,1
"22354_500.3944_11.3464_1062_N/A_NA_no matches_no matches_no matches_no matches",374894.8,113128.02,1
"22355_500.3944_12.313_3392_N/A_NA_no matches_no matches_no matches_no matches",191707.6,106926.207916667,1
"22356_500.3944_12.8228_8582_N/A_NA_no matches_no matches_no matches_no matches",302234.8,122585.791666667,1
"22357_500.4094_12.1536_4561_N/A_NA_no matches_no matches_no matches_no matches",20280.28,800.650833333333,1
